ENTREZID;CDSeq_estimated_cell_type_1;CDSeq_estimated_cell_type_2;CDSeq_estimated_cell_type_3;CDSeq_estimated_cell_type_4;CDSeq_estimated_cell_type_5;CDSeq_estimated_cell_type_6
1289;2,32E+09;8,35E+08;6,69E+08;2,21E+06;9,47E+09;2,39E+09
1290;6,35E+09;3,40E+08;7,45E+08;1,26E+09;3,13E+09;1,02E+08
50509;4,01E+09;2,69E+09;1,34E+08;1,62E+09;5,66E+09;4,71E+09
1291;1,58E+09;7,94E+09;1,26E+09;6,64E+07;6,19E+09;7,69E+09
1292;3,45E+09;2,16E+08;1,34E+08;2,44E+08;2,02E+09;3,06E+08
1293;1,64E+08;3,09E+07;5,16E+08;4,21E+08;2,44E+08;2,04E+07
256076;6,33E+07;9,27E+07;2,48E+08;2,21E+06;3,33E+08;1,84E+08
131873;1,10E+09;7,11E+08;5,92E+08;2,21E+06;4,21E+07;1,45E+09
1294;1,26E+09;4,98E+09;4,30E+09;1,31E+09;1,09E+09;1,20E+09
1295;1,66E+09;3,09E+07;3,08E+09;6,42E+08;1,55E+08;6,12E+07
1296;7,03E+05;3,09E+07;2,87E+08;3,76E+08;7,32E+08;1,98E+09
1297;2,27E+09;8,35E+08;9,56E+07;9,08E+08;4,21E+07;8,77E+06
1298;2,34E+07;9,27E+07;1,40E+09;1,79E+09;1,93E+09;5,85E+09
1299;5,79E+09;3,09E+07;5,56E+09;3,25E+09;5,10E+08;4,10E+09
399948;0.0016038291273932;0.00351576700786681;0.00429405105083756;0.00254116807395001;9,44E+09;0.00557188314439592
10584;3,98E+08;9,27E+07;3,25E+08;2,21E+06;6,65E+07;2,04E+07
78989;1,95E+09;2,78E+08;1,91E+07;1,11E+07;1,13E+08;8,36E+08
81035;4,92E+07;3,40E+08;1,43E+09;1,39E+09;2,22E+07;2,22E+09
79709;4,57E+08;3,09E+07;2,20E+09;1,44E+09;2,22E+07;1,73E+09
23127;6,59E+09;3,09E+07;2,54E+09;2,21E+06;4,72E+09;1,81E+09
8292;1,52E+09;9,58E+08;8,60E+08;5,53E+08;5,54E+08;1,08E+09
150684;6,68E+08;6,89E+09;1,82E+09;5,69E+09;4,55E+09;6,71E+09
51397;1,29E+09;2,13E+09;4,87E+09;5,98E+08;1,04E+09;7,12E+09
51122;3,45E+09;2,78E+08;2,01E+09;3,87E+08;2,42E+09;1,73E+09
23412;1,71E+09;2,38E+09;1,24E+09;6,42E+08;8,21E+08;1,02E+08
54939;1,62E+09;1,27E+09;1,24E+09;6,64E+07;9,98E+08;2,30E+09
28991;1,45E+09;2,87E+09;3,50E+09;7,75E+08;3,17E+09;7,97E+09
170622;3,12E+08;3,80E+09;8,60E+08;1,79E+09;1,26E+09;4,28E+08
149951;8,60E+09;2,07E+09;4,78E+08;4,54E+09;2,15E+09;1,51E+09
54951;2,34E+07;1,55E+08;2,10E+07;3,32E+07;4,66E+08;6,12E+07
29099;1,66E+09;3,09E+07;1,47E+09;3,34E+09;2,22E+07;2,04E+07
1311;3,49E+09;8,35E+08;1,91E+07;2,21E+06;8,21E+08;2,04E+07
1312;1,11E+09;4,05E+09;2,01E+09;1,79E+09;2,64E+09;2,15E+09
118881;3,16E+08;8,96E+08;8,60E+08;1,13E+09;1,04E+09;1,61E+09
64326;1,65E+09;4,54E+09;3,57E+09;8,35E+09;4,28E+09;2,24E+08
1314;1,71E+09;1,28E+09;6,82E+09;4,41E+08;8,54E+09;6,14E+08
1315;2,11E+07;1,48E+08;5,73E+07;6,64E+07;5,36E+09;3,94E+09
9276;2,34E+07;3,37E+09;6,90E+09;1,75E+09;1,35E+09;1,43E+08
100507291;1,24E+09;1,55E+08;3,63E+08;3,32E+07;2,44E+08;3,61E+09
11316;1,64E+08;1,45E+09;5,73E+07;4,21E+08;1,40E+08;2,92E+09
22820;1,17E+08;3,00E+09;3,46E+09;4,49E+09;2,91E+09;2,92E+09
26958;2,34E+07;6,03E+09;1,91E+07;1,42E+09;6,65E+07;6,12E+07
53844;1,17E+08;2,69E+09;1,34E+08;1,51E+09;2,00E+08;2,04E+07
55352;1,90E+09;1,29E+08;1,34E+08;6,40E+09;3,77E+08;1,61E+09
9318;1,01E+09;1,04E+08;8,60E+08;6,49E+09;1,83E+08;1,98E+09
8533;2,34E+07;1,55E+08;1,66E+09;3,76E+08;3,44E+09;3,16E+08
51138;2,58E+08;4,02E+08;3,63E+08;7,31E+08;6,65E+07;1,37E+09
10987;9,61E+08;1,51E+09;1,09E+09;3,32E+07;1,13E+08;4,28E+08
10980;7,73E+07;3,09E+07;4,57E+09;8,19E+08;1,40E+08;5,81E+09
50813;6,80E+08;1,39E+09;3,63E+08;1,35E+09;5,43E+09;2,04E+07
64708;3,73E+09;1,12E+09;7,20E+09;3,32E+07;5,79E+09;8,14E+09
10920;9,49E+08;8,50E+09;5,92E+08;8,21E+09;1,55E+09;1,43E+08
150678;1,90E+08;1,45E+09;4,99E+09;1,32E+09;3,45E+09;6,12E+07
22818;7,03E+05;3,40E+08;1,34E+08;6,64E+07;1,49E+09;2,06E+09
51226;2,27E+09;2,78E+08;2,54E+09;1,04E+09;2,82E+08;2,04E+07
93058;2,34E+07;3,09E+07;1,91E+07;1,08E+08;2,22E+07;5,91E+08
80219;3,07E+09;2,26E+09;1,40E+09;3,48E+09;1,55E+08;1,94E+08
27235;5,39E+08;2,16E+08;1,28E+09;1,11E+07;6,65E+07;8,36E+08
51805;8,20E+08;1,27E+09;5,92E+08;2,88E+08;1,55E+08;8,36E+08
51117;1,80E+09;2,16E+08;3,25E+08;2,90E+09;6,43E+08;7,54E+07
84274;2,11E+07;9,27E+07;2,48E+08;6,42E+08;2,44E+08;2,04E+07
51004;2,34E+07;4,64E+08;1,91E+07;2,44E+08;5,10E+08;8,77E+06
10229;3,98E+08;1,08E+09;1,91E+07;1,55E+08;4,10E+09;3,41E+09
56997;4,99E+09;3,18E+07;7,89E+06;1,93E+09;1,11E+07;2,51E+09
79934;4,90E+09;1,58E+09;1,32E+08;1,26E+09;2,06E+09;3,85E+07
57017;7,03E+05;2,87E+09;1,91E+07;1,57E+09;2,73E+09;3,49E+09
10699;1,05E+09;9,27E+07;1,62E+09;2,21E+06;2,22E+07;4,69E+08
11151;2,58E+08;3,09E+07;8,22E+08;1,11E+07;2,22E+07;5,51E+08
57175;7,05E+09;2,26E+09;1,43E+09;5,53E+08;2,06E+09;5,77E+09
23603;3,04E+09;7,11E+08;2,26E+09;1,75E+09;5,32E+09;1,01E+09
7464;1,62E+09;4,02E+08;5,16E+08;2,21E+06;1,55E+08;2,65E+08
10391;7,99E+09;7,11E+08;1,06E+09;4,45E+09;6,19E+09;6,67E+08
84940;9,14E+07;4,64E+08;1,74E+09;1,22E+09;4,21E+07;1,94E+08
79585;8,20E+08;2,78E+08;1,91E+07;2,21E+06;6,65E+07;3,87E+08
1325;8,20E+08;2,13E+09;1,74E+09;7,31E+08;6,65E+07;1,43E+08
101927809;3,05E+08;3,09E+07;1,91E+07;1,11E+07;2,00E+08;4,28E+08
23406;3,12E+08;1,33E+09;1,28E+09;3,21E+09;2,86E+09;1,45E+09
4512;0.00111117256948286;4,48E+09;0.00458300940184857;0.00182922482751537;0.00239097351499498;0.0052803109668248
1352;3,52E+06;3,40E+08;9,56E+07;2,21E+06;5,10E+08;3,87E+08
100874058;3,98E+08;1,55E+08;6,31E+07;1,31E+09;4,66E+08;2,02E+09
1353;3,98E+08;3,09E+07;1,91E+07;3,03E+09;8,05E+09;4,71E+09
84987;1,57E+09;8,35E+08;2,10E+07;1,17E+09;3,77E+08;2,04E+07
1355;2,77E+09;4,02E+08;4,72E+09;9,94E+08;5,54E+08;2,04E+07
51241;2,11E+07;9,27E+07;1,43E+09;1,99E+08;3,35E+08;4,69E+08
10063;4,48E+09;4,42E+09;1,05E+08;1,93E+09;1,11E+07;6,12E+07
285521;5,39E+08;3,09E+07;2,48E+08;2,15E+09;2,22E+07;2,59E+09
90639;1,71E+09;2,07E+09;2,31E+09;3,83E+08;2,22E+07;9,48E+09
4513;0.00994758434224021;3,09E+07;0.0109729640476185;0.00564927851547436;0.00482075793483405;0.0136058180679326
116228;2,34E+07;1,81E+09;1,53E+09;1,24E+09;1,05E+09;5,12E+09
4514;5,13E+09;4,64E+08;6,02E+09;7,28E+09;3,57E+09;6,55E+09
1327;1,02E+09;4,61E+09;1,24E+09;2,90E+09;1,85E+09;4,83E+09
84701;1,71E+09;4,02E+08;9,56E+07;6,64E+07;1,55E+08;6,73E+08
9377;7,87E+09;1,01E+09;1,21E+08;6,88E+09;0.00107849960146745;2,29E+09
1329;2,59E+09;1,95E+09;2,72E+09;1,40E+09;3,63E+09;3,34E+09
1337;3,35E+09;1,64E+09;1,05E+08;2,21E+06;8,36E+09;5,53E+09
1339;3,05E+08;3,09E+07;9,56E+07;1,55E+08;1,55E+08;2,65E+08
1340;7,27E+08;1,48E+08;7,13E+09;3,25E+09;2,22E+07;4,67E+09
125965;1,24E+09;9,27E+07;9,75E+07;2,21E+06;3,33E+08;1,65E+09
1345;2,98E+09;2,26E+09;1,26E+09;5,42E+09;6,28E+09;1,12E+09
1346;7,03E+05;1,14E+09;1,72E+08;2,21E+06;5,99E+08;4,18E+09
1347;4,57E+08;1,93E+09;7,70E+09;4,58E+08;4,19E+09;1,39E+09
9167;8,67E+08;6,96E+09;2,09E+09;8,21E+09;1,86E+09;4,28E+08
1348;6,33E+07;9,27E+07;2,87E+08;1,11E+07;5,10E+08;6,12E+07
1349;8,37E+09;3,40E+08;5,16E+08;1,43E+09;4,66E+08;2,04E+07
170712;3,05E+08;3,40E+08;9,56E+07;2,21E+06;6,65E+07;6,12E+07
1350;7,51E+09;3,21E+09;1,32E+09;3,52E+09;4,03E+09;1,16E+09
1351;5,84E+09;2,32E+09;6,63E+09;5,98E+08;1,11E+07;4,69E+08
341947;1,64E+08;9,27E+07;3,25E+08;2,21E+06;1,55E+08;6,12E+07
1356;1,64E+08;7,64E+09;1,50E+09;8,83E+08;3,33E+08;1,43E+08
1357;9,61E+08;3,09E+07;9,56E+07;2,21E+06;6,65E+07;6,32E+07
1358;1,64E+08;9,27E+07;1,91E+07;1,55E+08;6,65E+07;9,18E+08
1359;3,98E+08;9,27E+07;1,91E+07;3,32E+07;2,22E+07;2,04E+07
51200;7,27E+08;5,26E+08;2,10E+07;2,21E+06;1,55E+08;2,04E+07
93979;1,38E+09;4,64E+08;2,10E+07;1,11E+07;1,55E+08;2,65E+08
57094;9,61E+08;3,40E+08;5,73E+07;2,88E+08;2,22E+07;2,04E+07
27151;2,74E+09;1,64E+09;1,91E+07;1,97E+09;2,22E+07;6,12E+07
1360;2,34E+07;3,09E+07;2,87E+08;2,21E+06;2,22E+07;4,69E+08
1361;2,11E+07;9,27E+07;1,72E+08;8,19E+08;6,65E+07;1,43E+08
1362;6,16E+09;1,37E+09;6,59E+08;7,19E+09;4,77E+08;4,34E+09
1363;3,38E+09;1,88E+09;2,56E+09;1,71E+09;5,76E+09;5,16E+09
64506;2,37E+09;4,48E+09;3,88E+09;5,91E+09;8,45E+09;1,52E+09
283692;2,11E+07;2,78E+08;2,48E+08;4,65E+08;2,88E+08;3,47E+08
132864;1,30E+09;1,02E+09;6,17E+09;1,03E+09;1,32E+09;5,91E+08
441009;7,03E+05;3,09E+07;2,48E+08;2,21E+06;3,33E+08;6,12E+07
22849;2,97E+09;1,65E+09;3,08E+09;7,86E+09;2,66E+09;4,06E+09
80315;4,92E+07;2,74E+09;5,98E+09;5,82E+09;9,03E+09;3,77E+09
79974;7,27E+08;3,40E+08;5,73E+07;7,31E+08;5,10E+08;2,96E+09
65250;3,21E+09;1,55E+08;2,48E+08;1,44E+09;2,22E+07;2,24E+08
79363;4,90E+09;6,83E+08;6,44E+09;3,79E+09;4,01E+09;7,81E+09
10815;2,41E+09;1,95E+09;1,34E+08;2,63E+09;4,21E+07;2,65E+08
10814;7,76E+09;1,33E+09;1,25E+07;7,15E+08;1,36E+09;6,26E+09
594855;7,15E+09;3,25E+09;3,65E+09;1,44E+09;6,65E+07;3,94E+09
1368;1,97E+09;7,33E+09;1,29E+09;8,17E+09;1,15E+09;8,36E+08
1369;1,64E+08;1,55E+08;7,07E+08;6,64E+07;3,33E+08;6,12E+07
1370;3,52E+06;3,40E+08;1,91E+07;1,11E+07;3,33E+08;2,04E+07
8904;2,34E+07;2,50E+09;6,31E+07;1,13E+09;7,76E+08;4,34E+09
221184;1,43E+09;2,81E+09;2,10E+07;3,79E+09;8,65E+08;3,24E+09
8895;2,41E+09;3,80E+09;2,50E+09;8,52E+09;2,44E+08;6,63E+09
131034;7,03E+05;4,85E+09;2,87E+08;2,77E+07;2,51E+09;4,02E+09
57699;8,32E+09;1,64E+09;6,21E+09;9,08E+08;2,88E+08;1,01E+09
9362;5,18E+09;1,55E+08;1,55E+09;9,52E+08;5,10E+08;4,10E+09
27132;3,68E+09;7,73E+08;1,17E+09;2,44E+08;1,31E+09;3,41E+09
144402;2,46E+08;9,27E+07;4,57E+09;2,88E+08;1,89E+09;2,24E+08
151835;4,34E+09;7,11E+08;9,36E+08;1,55E+08;6,65E+07;3,06E+08
130749;3,05E+08;1,08E+09;1,91E+07;2,44E+08;5,54E+08;2,04E+07
1371;4,92E+07;2,16E+08;1,72E+08;2,21E+06;1,11E+07;3,06E+08
55313;2,88E+09;4,64E+08;2,54E+09;2,06E+09;4,66E+08;2,04E+07
10404;6,80E+08;9,27E+07;6,31E+07;9,52E+08;7,32E+08;8,87E+09
1373;1,34E+09;1,55E+08;1,01E+09;3,32E+07;2,22E+07;2,04E+07
29034;1,17E+08;1,55E+08;2,10E+07;2,21E+06;2,22E+07;2,24E+08
29894;7,52E+09;3,00E+09;2,92E+09;2,41E+09;2,88E+08;1,61E+09
53981;2,84E+09;5,39E+09;4,43E+09;1,33E+09;1,71E+08;4,25E+09
51692;4,29E+09;1,14E+09;3,57E+09;3,21E+09;3,79E+09;8,18E+09
10898;5,98E+08;1,70E+09;2,87E+08;4,58E+09;2,37E+09;7,08E+09
11052;1,24E+09;2,50E+09;2,48E+08;3,42E+09;2,40E+09;1,07E+09
79869;1,99E+09;1,64E+09;9,54E+09;4,89E+09;4,10E+09;7,32E+09
1374;2,51E+09;9,27E+07;2,96E+09;3,76E+08;3,48E+09;4,26E+09
1375;1,17E+08;2,38E+09;5,45E+09;3,21E+09;5,17E+09;3,41E+09
126129;7,03E+05;9,27E+07;1,34E+08;7,31E+08;4,41E+09;3,61E+09
1376;2,55E+09;6,49E+08;1,72E+08;9,52E+08;2,00E+08;2,04E+07
80772;5,86E+08;3,25E+09;6,52E+09;6,64E+07;4,90E+09;6,83E+08
54504;1,05E+08;3,09E+07;1,34E+08;9,52E+08;7,32E+08;2,65E+08
100506497;4,20E+09;3,09E+07;8,22E+08;3,08E+09;5,99E+08;2,51E+09
53336;7,27E+08;3,09E+07;1,34E+08;2,21E+06;1,11E+07;2,65E+08
56265;2,34E+07;1,76E+08;1,72E+08;3,76E+08;9,98E+08;2,67E+09
119587;2,23E+09;3,09E+07;2,87E+08;2,88E+08;1,26E+09;4,28E+08
8532;1,57E+09;3,09E+07;5,73E+07;2,21E+06;1,55E+08;2,04E+07
1378;3,59E+09;7,73E+08;5,92E+08;1,08E+08;2,33E+09;6,73E+08
1379;3,05E+08;3,09E+07;1,72E+08;2,21E+06;1,11E+07;3,06E+08
1380;1,80E+09;3,09E+07;1,91E+07;2,21E+06;6,65E+07;1,02E+08
1381;5,86E+08;4,02E+08;2,10E+07;1,99E+08;3,33E+08;1,61E+09
1382;5,46E+09;8,35E+08;2,87E+08;5,98E+08;1,11E+07;3,16E+08
57482;5,86E+08;9,27E+07;5,73E+07;1,79E+09;2,37E+09;1,43E+08
343990;7,76E+09;4,48E+09;9,23E+09;1,99E+08;1,15E+09;2,43E+09
84766;7,73E+07;4,02E+08;6,69E+08;2,21E+06;2,88E+08;1,77E+09
283229;1,76E+08;2,07E+09;4,78E+08;1,22E+09;6,65E+07;3,06E+08
8738;4,57E+08;2,32E+09;1,09E+09;1,79E+09;1,66E+09;4,75E+09
101928731;4,45E+08;3,09E+07;6,69E+08;6,64E+07;1,49E+09;6,12E+07
57585;2,46E+08;1,02E+09;5,60E+09;2,21E+06;2,22E+07;5,81E+09
1384;1,24E+09;7,73E+08;3,63E+08;8,19E+08;4,21E+07;1,13E+09
101926928;7,03E+05;1,55E+08;3,63E+08;2,21E+06;1,11E+07;1,02E+08
23418;4,45E+08;3,09E+07;4,40E+08;2,88E+08;9,09E+08;1,33E+09
286204;1,57E+09;9,27E+07;6,31E+07;3,32E+07;2,22E+07;2,65E+08
92359;7,66E+09;1,21E+09;2,04E+09;3,32E+07;6,65E+07;5,10E+08
51185;2,34E+07;1,45E+09;1,29E+08;1,97E+09;2,93E+09;1,49E+09
27297;2,34E+07;6,49E+08;1,34E+08;7,33E+09;1,09E+09;7,52E+09
54544;7,03E+05;2,16E+08;1,34E+08;2,44E+08;2,22E+07;7,95E+08
1385;9,07E+09;1,25E+09;2,48E+08;1,91E+09;1,55E+09;1,05E+09
10488;1,10E+09;9,27E+07;1,72E+08;7,75E+08;2,00E+08;6,12E+07
90993;5,74E+09;1,95E+09;1,70E+09;1,22E+09;1,11E+07;6,12E+07
64764;2,32E+09;2,78E+08;1,34E+08;2,88E+08;4,28E+09;1,84E+08
84699;1,64E+08;2,78E+08;2,48E+08;1,11E+07;1,55E+08;4,28E+08
148327;9,61E+08;5,87E+08;1,05E+08;2,21E+06;1,55E+08;1,43E+08
9586;1,01E+08;9,27E+07;5,83E+09;1,00E+09;1,35E+09;2,04E+07
1387;6,21E+09;8,56E+09;1,91E+07;5,56E+09;2,24E+08;9,52E+09
1389;2,46E+09;7,51E+09;1,21E+08;1,05E+09;3,31E+09;1,02E+08
153222;2,58E+08;1,26E+09;4,99E+09;8,04E+09;6,85E+09;2,06E+09
58487;2,23E+09;1,20E+09;3,65E+09;9,59E+09;1,52E+09;2,02E+09
8804;5,39E+08;9,27E+07;6,29E+09;6,97E+09;1,62E+09;1,45E+09
200407;8,20E+08;1,82E+09;1,72E+08;2,46E+08;1,13E+09;1,02E+08
78987;2,13E+09;3,40E+08;2,08E+09;9,08E+08;1,55E+08;3,08E+09
79174;4,76E+09;9,27E+07;1,91E+07;1,75E+09;2,00E+08;2,04E+07
1390;2,34E+07;4,42E+09;2,10E+07;1,44E+09;4,64E+09;1,00E+07
1392;2,13E+09;2,16E+08;1,20E+09;9,96E+08;2,68E+09;4,63E+09
1393;7,27E+08;9,27E+07;1,72E+08;2,21E+06;4,66E+08;9,99E+07
1394;3,82E+08;1,08E+09;9,56E+07;1,26E+09;4,21E+07;2,26E+09
1395;1,43E+09;3,09E+07;1,91E+07;2,21E+06;2,00E+08;8,77E+06
51232;4,45E+08;3,93E+09;5,64E+09;1,53E+09;1,27E+09;2,75E+09
100288911;7,03E+05;2,78E+08;5,54E+08;2,63E+09;4,01E+09;1,20E+09
1396;6,33E+07;5,87E+08;4,01E+08;5,98E+08;6,65E+07;6,12E+07
1397;1,90E+09;9,58E+08;1,13E+09;2,44E+08;2,22E+07;1,43E+08
401262;7,73E+07;2,78E+08;3,63E+08;6,64E+07;5,10E+08;1,33E+09
9419;1,21E+09;8,93E+09;1,05E+09;1,75E+09;1,32E+09;1,41E+08
6997;7,03E+05;1,55E+08;4,01E+08;6,86E+08;2,22E+07;1,69E+09
167;7,27E+08;2,78E+08;2,48E+08;2,21E+06;1,11E+07;3,47E+08
7180;2,34E+07;9,27E+07;1,34E+08;2,21E+06;6,65E+07;2,24E+08
10321;2,34E+07;3,09E+07;5,73E+07;2,44E+08;1,11E+07;4,28E+08
83690;2,13E+09;3,09E+07;1,74E+09;2,21E+06;2,22E+07;3,06E+08
83716;2,98E+09;1,39E+09;2,04E+09;9,08E+08;3,33E+08;2,18E+09
1398;4,71E+09;9,30E+07;2,81E+09;4,10E+09;3,17E+09;2,10E+08
1399;5,41E+09;5,66E+08;1,85E+08;1,08E+08;3,57E+09;3,87E+08
9244;3,35E+09;4,02E+08;3,80E+09;2,21E+06;1,18E+09;4,06E+09
64109;2,65E+09;1,55E+08;4,01E+08;2,88E+08;2,22E+07;5,10E+08
51379;2,93E+09;9,27E+07;5,16E+08;1,08E+08;2,68E+09;1,98E+09
54675;2,23E+09;1,55E+08;7,24E+09;2,44E+08;1,00E+09;5,91E+08
253868;3,05E+08;4,02E+08;5,73E+07;5,09E+08;1,13E+08;2,06E+09
1400;4,15E+09;3,86E+09;5,37E+09;9,54E+09;1,04E+09;1,65E+09
643911;2,34E+07;2,78E+08;1,91E+07;1,04E+09;1,11E+07;2,06E+09
51340;1,64E+08;9,27E+07;9,56E+07;2,88E+08;2,22E+07;9,99E+07
49860;8,67E+08;4,02E+08;1,91E+07;1,11E+07;1,55E+08;2,65E+08
9696;3,59E+09;1,45E+09;1,66E+09;1,11E+07;3,04E+09;6,73E+08
84809;9,59E+09;4,05E+09;5,41E+09;2,88E+08;3,53E+09;5,69E+09
114819;4,66E+09;2,78E+08;1,13E+09;8,19E+08;1,31E+09;2,71E+09
54677;1,64E+08;6,49E+08;1,72E+08;1,31E+09;2,22E+07;1,37E+09
1401;1,62E+09;3,40E+08;1,91E+07;2,44E+08;1,11E+07;1,28E+09
100506025;5,86E+08;4,02E+08;5,16E+08;2,21E+06;4,21E+07;1,43E+08
55118;1,33E+09;1,55E+08;6,31E+07;2,15E+09;6,65E+07;1,43E+08
56253;2,58E+08;1,55E+08;9,56E+07;2,88E+08;2,22E+07;2,24E+08
10491;2,09E+09;7,76E+11;1,27E+09;1,56E+09;4,66E+08;2,24E+07
23373;2,37E+09;1,76E+08;1,91E+07;1,22E+09;2,02E+09;2,92E+09
200186;2,09E+09;3,09E+07;1,72E+08;2,21E+06;1,22E+09;2,04E+07
64784;1,71E+09;8,96E+08;2,16E+09;2,68E+09;2,88E+08;1,73E+09
1406;3,98E+08;6,49E+08;1,34E+08;1,11E+07;8,21E+08;3,32E+08
1407;7,03E+05;8,96E+08;3,34E+09;2,21E+06;1,22E+09;9,28E+09
1408;1,17E+08;7,73E+08;6,31E+07;5,53E+08;1,11E+07;1,94E+08
1409;1,17E+08;7,73E+08;1,91E+07;6,64E+07;5,99E+08;5,51E+08
1410;2,34E+07;0.00380016915745245;1,47E+09;2,67E+09;6,65E+07;1,02E+08
1411;2,34E+07;4,64E+08;5,73E+07;2,21E+06;6,65E+07;5,10E+08
1412;3,98E+08;5,87E+08;1,91E+07;2,21E+06;9,98E+08;1,02E+08
1413;2,34E+07;1,55E+08;5,73E+07;1,11E+07;2,00E+08;1,37E+09
1414;2,70E+09;3,09E+07;1,91E+07;2,21E+06;2,22E+07;3,47E+08
1415;1,95E+09;6,49E+08;7,07E+08;2,21E+06;1,22E+09;6,73E+08
1416;2,46E+08;1,21E+09;1,43E+09;6,64E+07;9,09E+08;2,04E+07
1417;9,02E+09;1,76E+08;1,34E+08;1,13E+09;5,54E+08;1,65E+09
202;1,17E+08;3,09E+07;2,87E+08;6,64E+07;1,55E+08;8,77E+06
55057;3,30E+09;1,55E+08;4,01E+08;2,21E+06;8,21E+08;1,41E+08
131544;9,61E+08;4,79E+09;3,12E+09;4,05E+09;9,03E+09;8,18E+09
1418;2,34E+07;9,27E+07;2,48E+08;2,21E+06;4,21E+07;3,47E+08
1419;3,05E+08;1,55E+08;2,87E+08;2,44E+08;2,22E+07;1,02E+08
1420;2,79E+09;1,64E+09;2,10E+07;4,65E+08;2,22E+07;1,57E+08
1421;2,58E+08;3,09E+07;3,63E+08;2,88E+08;7,76E+08;8,36E+08
155051;8,20E+08;7,73E+08;5,16E+08;5,53E+08;2,22E+07;6,73E+08
1427;4,92E+07;1,55E+08;5,73E+07;6,64E+07;8,65E+08;9,99E+07
51084;1,52E+09;1,55E+08;1,09E+09;2,88E+08;2,88E+08;9,58E+08
1428;3,30E+09;3,09E+07;1,72E+08;1,18E+09;9,29E+09;1,84E+08
1429;2,09E+09;3,40E+08;9,36E+08;9,08E+08;2,22E+07;2,04E+07
9946;8,32E+09;1,95E+09;1,47E+09;8,83E+08;1,24E+09;9,69E+09
730102;1,64E+08;3,09E+07;5,73E+07;2,44E+08;2,44E+08;1,20E+09
1431;6,33E+07;1,45E+09;1,12E+08;3,08E+09;1,26E+09;5,53E+09
51380;3,73E+09;1,39E+09;7,45E+08;1,17E+09;1,55E+08;8,36E+08
389903;4,92E+07;5,87E+08;9,56E+07;2,21E+06;3,77E+08;1,08E+09
27254;3,59E+09;3,09E+07;2,48E+08;1,55E+08;1,11E+07;1,94E+08
7812;2,48E+09;3,27E+09;1,76E+09;3,23E+08;2,35E+09;1,49E+09
1434;8,04E+08;1,48E+08;6,56E+09;4,54E+09;2,44E+09;1,70E+09
1435;5,23E+08;3,80E+09;3,25E+08;2,46E+09;2,44E+08;9,77E+09
1436;1,34E+09;3,09E+07;2,58E+09;2,21E+06;1,40E+08;1,84E+08
1437;3,45E+09;1,55E+08;1,28E+09;6,64E+07;1,18E+09;3,47E+08
1438;1,10E+09;3,09E+07;9,56E+07;3,76E+08;3,33E+08;3,89E+09
1439;2,34E+07;5,87E+08;9,56E+07;5,09E+08;2,00E+08;2,65E+08
1440;2,37E+09;2,16E+08;5,73E+07;2,88E+08;2,00E+08;2,22E+09
1441;2,51E+09;1,08E+09;1,91E+07;2,44E+08;6,88E+08;1,43E+08
55790;5,86E+08;2,78E+08;1,43E+09;1,97E+09;1,11E+07;2,18E+09
55454;5,39E+08;4,92E+09;3,84E+09;4,36E+09;5,88E+09;9,99E+07
1442;7,27E+08;9,27E+07;5,92E+08;1,99E+08;8,21E+08;4,14E+09
1443;1,43E+09;1,14E+09;6,31E+07;3,76E+08;1,55E+08;1,77E+09
1444;2,09E+09;2,16E+08;9,36E+08;2,21E+06;8,65E+08;3,00E+09
1445;6,80E+08;6,49E+08;1,62E+09;1,08E+08;2,22E+07;6,73E+08
751071;1,52E+09;1,55E+08;5,16E+08;3,76E+08;3,77E+08;2,24E+08
64478;6,96E+09;1,82E+09;5,16E+08;1,13E+09;8,65E+08;2,92E+09
114784;2,79E+09;5,87E+08;2,43E+09;4,05E+09;2,20E+09;3,81E+09
402779;5,86E+08;4,02E+08;1,91E+07;1,11E+07;2,44E+08;7,95E+08
114788;2,34E+07;3,09E+07;2,10E+07;4,65E+08;2,22E+07;3,87E+08
1446;6,33E+07;9,27E+07;1,34E+08;2,21E+06;1,55E+08;2,04E+07
286828;2,34E+07;2,78E+08;5,73E+07;1,99E+08;2,22E+07;1,84E+08
1447;1,64E+08;9,27E+07;1,91E+07;2,21E+06;6,65E+07;2,65E+08
1448;6,33E+07;3,09E+07;9,56E+07;2,21E+06;2,22E+07;2,04E+07
1452;1,17E+08;4,43E+09;1,28E+09;2,88E+09;2,51E+09;2,88E+09
161635;2,58E+08;3,09E+07;1,91E+07;2,88E+08;2,22E+07;1,84E+08
1453;9,54E+09;5,90E+09;4,01E+08;6,49E+09;3,66E+08;5,97E+09
1454;4,15E+09;6,15E+09;2,35E+09;4,27E+09;2,73E+09;2,47E+09
53944;4,05E+09;3,00E+09;4,01E+08;1,57E+09;1,06E+09;4,59E+09
1455;6,68E+08;5,47E+09;5,03E+09;6,22E+09;2,37E+08;2,69E+09
255193;1,95E+09;1,14E+09;1,34E+08;2,21E+06;3,33E+08;1,02E+08
1456;6,54E+09;3,74E+09;5,56E+09;9,08E+08;5,52E+09;2,04E+07
1457;1,55E+08;1,02E+09;1,29E+09;2,18E+09;2,06E+09;9,07E+09
1459;1,95E+09;8,25E+09;6,40E+09;8,43E+09;6,36E+09;9,99E+07
1460;2,11E+07;6,71E+08;1,91E+07;2,01E+09;2,00E+08;8,36E+08
