ENTREZID;CDSeq_estimated_cell_type_1;CDSeq_estimated_cell_type_2;CDSeq_estimated_cell_type_3;CDSeq_estimated_cell_type_4;CDSeq_estimated_cell_type_5;CDSeq_estimated_cell_type_6
266727;4,15E+09;1,14E+09;6,31E+07;2,88E+08;1,11E+07;4,55E+09
161357;3,05E+08;7,73E+08;2,10E+07;2,44E+08;2,88E+08;2,04E+07
4190;4,92E+07;2,63E+09;1,05E+08;4,54E+09;8,58E+09;1,06E+09
130752;4,38E+09;9,27E+07;5,73E+07;1,88E+09;4,66E+08;2,65E+08
4191;6,33E+07;1,89E+08;2,58E+09;1,17E+09;8,23E+09;2,75E+09
4192;5,13E+09;2,50E+09;1,17E+09;2,44E+08;2,22E+07;2,04E+07
56890;9,59E+09;3,09E+07;5,16E+08;1,66E+08;1,09E+09;1,43E+08
4193;1,03E+09;2,38E+09;1,61E+09;4,29E+09;4,26E+09;4,61E+09
4194;3,52E+06;3,09E+07;6,86E+09;1,19E+09;1,49E+09;1,65E+09
23195;3,30E+09;5,87E+08;6,63E+09;9,08E+08;8,65E+08;2,92E+09
145553;9,45E+07;6,49E+08;2,87E+08;2,01E+09;4,68E+09;2,04E+07
259283;1,62E+09;3,09E+07;1,72E+08;1,55E+08;2,22E+07;1,49E+09
4199;2,93E+09;8,96E+08;1,43E+09;2,44E+08;2,00E+08;5,10E+08
4200;3,54E+09;8,07E+09;6,78E+09;4,76E+09;2,28E+09;3,12E+09
10873;1,85E+09;8,35E+08;6,69E+08;5,09E+08;2,44E+08;1,43E+08
4201;2,60E+09;6,46E+09;1,63E+09;2,21E+06;1,27E+09;3,36E+09
64769;1,94E+09;3,56E+09;1,43E+09;5,69E+09;5,21E+09;1,16E+09
57707;1,29E+09;9,58E+08;7,07E+08;2,72E+09;9,09E+08;2,14E+09
2122;1,17E+08;4,02E+08;1,17E+09;1,53E+09;6,05E+09;3,81E+09
4204;6,45E+09;6,96E+09;3,23E+09;3,12E+09;3,33E+08;1,16E+09
51102;2,51E+09;3,09E+07;1,85E+08;9,96E+08;4,66E+08;1,16E+09
5469;9,30E+09;9,49E+09;4,45E+09;2,47E+09;8,36E+09;1,69E+09
84246;2,13E+09;1,45E+09;1,91E+07;1,11E+07;2,99E+09;2,75E+09
400569;5,39E+08;6,49E+08;1,09E+09;2,21E+06;1,18E+09;9,99E+07
9968;1,04E+09;2,75E+09;5,16E+08;7,75E+08;3,33E+08;9,24E+09
116931;1,17E+08;2,78E+08;4,40E+08;1,75E+09;2,86E+09;4,63E+09
9969;5,74E+09;6,40E+09;9,65E+09;7,90E+09;4,90E+09;8,14E+09
23389;1,72E+09;1,67E+09;3,10E+09;2,73E+09;2,76E+09;2,97E+09
9282;4,90E+09;4,98E+09;2,20E+09;9,23E+09;2,44E+08;1,90E+09
100873985;5,39E+08;3,09E+07;1,91E+07;2,44E+08;4,21E+07;2,04E+07
51586;2,41E+09;9,27E+07;1,91E+07;2,21E+06;2,00E+08;3,06E+08
285103;5,04E+09;3,09E+07;2,48E+08;1,08E+08;2,88E+08;1,45E+09
10025;0.00114164133852584;1,55E+08;9,36E+08;1,04E+09;1,17E+09;4,06E+09
9440;1,80E+09;9,27E+07;2,10E+07;7,31E+08;4,21E+07;1,84E+08
54797;1,20E+09;2,16E+08;2,87E+08;2,21E+06;1,49E+09;1,45E+09
219541;2,70E+09;3,12E+09;1,66E+09;3,76E+08;4,50E+08;1,94E+08
9477;3,68E+09;9,27E+07;5,54E+08;1,99E+08;1,84E+09;1,90E+09
9412;4,90E+09;4,05E+09;4,40E+08;2,68E+09;3,77E+08;9,18E+08
6837;2,11E+07;1,55E+08;9,56E+07;2,21E+06;1,11E+07;7,14E+08
9439;4,05E+09;3,43E+09;6,31E+07;4,58E+09;2,00E+08;1,45E+09
9862;2,58E+08;3,09E+07;2,48E+08;4,65E+08;2,33E+09;4,30E+09
81857;7,11E+09;5,87E+08;2,12E+09;2,21E+06;3,01E+08;2,04E+07
9441;2,51E+09;4,54E+09;1,13E+09;1,08E+08;1,82E+09;2,06E+09
9442;3,91E+09;8,96E+08;1,78E+09;2,63E+09;5,10E+08;2,55E+09
80306;6,15E+09;5,15E+09;2,87E+09;2,79E+08;2,99E+09;6,51E+09
55588;5,32E+09;2,78E+08;4,01E+08;2,43E+09;7,61E+09;4,22E+09
90390;1,10E+09;2,78E+08;8,98E+08;1,11E+07;3,13E+09;2,79E+09
51003;6,54E+09;3,62E+09;4,07E+09;3,70E+09;1,45E+09;4,22E+09
29079;1,90E+09;9,27E+07;1,28E+09;6,86E+08;1,57E+09;1,53E+09
10001;1,71E+09;1,55E+08;9,56E+07;6,22E+09;2,22E+07;3,06E+08
9443;7,90E+09;2,16E+08;3,50E+09;3,61E+09;1,18E+09;3,94E+09
112950;6,80E+08;3,09E+07;3,63E+08;1,97E+09;6,65E+07;7,52E+09
55090;4,34E+09;1,64E+09;1,97E+09;2,88E+08;1,31E+09;5,91E+08
84935;4,20E+09;5,29E+09;5,56E+09;4,21E+08;2,20E+09;4,91E+07
4205;1,34E+09;6,65E+09;2,43E+09;3,24E+09;1,29E+09;4,06E+09
4208;4,03E+09;4,88E+09;2,46E+09;2,38E+09;3,04E+09;2,58E+09
101929423;3,35E+09;5,26E+08;3,50E+09;2,21E+06;3,77E+08;6,32E+07
4209;2,19E+06;7,82E+09;3,27E+09;1,14E+09;3,26E+09;1,88E+09
4210;7,27E+08;2,13E+09;6,59E+08;3,32E+07;8,65E+08;8,46E+09
55384;2,98E+09;0.00278435887099766;0.00106085172385061;0.0074295793823361;5,33E+09;0.00307455724866784
79104;5,39E+08;2,16E+08;1,91E+07;2,21E+06;1,11E+07;5,10E+08
100507257;1,64E+08;3,09E+07;1,91E+07;1,55E+08;3,77E+08;1,02E+08
84466;2,34E+07;1,55E+08;6,44E+09;6,62E+08;1,35E+09;5,00E+09
84465;4,10E+09;5,87E+08;9,56E+07;1,39E+09;1,44E+09;3,36E+09
1953;1,20E+09;3,09E+07;1,91E+07;1,57E+09;1,55E+08;2,18E+09
1954;3,00E+08;2,15E+09;8,98E+08;1,22E+09;5,39E+09;5,10E+08
1955;9,14E+07;4,54E+09;4,80E+09;7,42E+09;5,30E+09;2,43E+09
150365;1,17E+08;8,96E+08;2,48E+08;1,55E+08;8,65E+08;1,53E+09
644890;1,64E+08;9,27E+07;5,73E+07;2,21E+06;1,55E+08;9,18E+08
728637;1,17E+08;1,55E+08;1,91E+07;1,11E+07;1,11E+07;5,51E+08
254528;1,17E+08;1,55E+08;5,73E+07;2,21E+06;4,21E+07;2,24E+08
284071;3,02E+09;2,94E+09;2,87E+08;4,94E+07;7,76E+08;3,04E+09
4211;2,51E+09;2,16E+08;2,48E+08;6,64E+07;7,76E+08;5,51E+08
4212;2,51E+09;5,29E+09;4,78E+08;2,21E+06;3,13E+09;2,96E+09
56917;6,26E+09;1,76E+08;8,98E+08;6,86E+08;1,18E+09;3,53E+09
4213;8,93E+09;4,54E+09;9,23E+09;1,74E+09;6,90E+09;7,95E+08
9833;7,03E+05;1,55E+08;1,91E+07;1,11E+07;1,11E+07;2,24E+08
4241;8,41E+09;1,64E+09;5,92E+08;1,79E+09;1,55E+08;5,69E+09
100507057;8,46E+09;3,06E+08;1,70E+09;2,88E+08;2,73E+09;2,47E+09
51072;1,64E+08;5,26E+08;5,54E+08;1,15E+09;6,65E+07;1,35E+09
4221;1,64E+08;1,55E+08;1,34E+08;4,65E+08;1,11E+07;3,87E+08
4222;2,11E+07;2,16E+08;1,34E+08;1,55E+08;3,33E+08;2,26E+09
4223;2,34E+07;3,09E+07;2,87E+08;4,21E+08;3,77E+08;1,43E+08
4224;2,34E+07;9,27E+07;1,91E+07;5,09E+08;2,22E+07;2,24E+08
4225;1,76E+08;3,09E+07;1,72E+08;1,55E+08;2,00E+08;6,12E+07
56257;1,10E+09;2,81E+09;6,31E+07;8,63E+08;1,40E+08;2,04E+07
56955;8,67E+08;3,09E+07;1,91E+07;8,19E+08;1,57E+09;1,45E+09
10461;1,64E+08;1,45E+09;3,63E+08;6,42E+08;1,66E+09;2,63E+08
23184;1,79E+09;3,99E+09;7,84E+08;1,91E+09;1,43E+09;3,59E+09
55897;8,88E+09;4,54E+09;1,43E+09;4,65E+08;1,89E+09;5,97E+09
145873;2,98E+09;4,02E+08;2,54E+09;1,11E+07;1,55E+08;3,12E+09
4232;2,34E+07;3,40E+08;2,48E+08;1,70E+09;5,54E+08;6,73E+08
4233;8,79E+08;5,29E+09;6,31E+07;1,53E+09;6,50E+09;9,99E+07
23173;1,17E+08;2,75E+09;2,01E+09;2,37E+09;1,89E+09;2,04E+07
254042;3,16E+08;3,40E+08;9,75E+07;2,94E+09;2,22E+07;4,79E+09
10988;4,38E+09;5,47E+09;8,05E+09;1,26E+09;4,99E+09;2,59E+09
79006;4,71E+09;3,12E+09;6,59E+08;2,94E+09;2,86E+09;7,69E+09
284207;1,71E+09;4,64E+08;5,92E+08;6,64E+07;5,54E+08;5,91E+08
4234;2,09E+09;4,02E+08;3,25E+08;5,98E+08;2,22E+07;2,04E+07
51603;8,20E+08;1,51E+09;1,97E+09;8,63E+08;1,18E+09;1,84E+08
57721;3,02E+09;3,09E+07;2,24E+09;4,67E+09;4,68E+09;6,73E+08
101929741;1,64E+08;2,16E+08;5,73E+07;2,21E+06;2,88E+08;6,12E+07
196074;3,21E+09;2,78E+08;3,00E+09;2,15E+09;2,22E+07;3,49E+09
79066;1,48E+09;2,32E+09;3,61E+09;3,32E+07;5,10E+08;3,06E+08
64745;3,21E+09;1,33E+09;1,20E+09;2,21E+06;6,65E+07;9,58E+08
92342;1,17E+08;7,73E+08;6,69E+08;5,98E+08;2,44E+08;7,54E+07
151194;5,86E+08;4,73E+09;1,91E+07;1,57E+09;6,65E+07;2,47E+09
196541;4,45E+08;3,09E+07;1,91E+07;2,21E+06;2,88E+08;6,12E+07
121952;2,34E+07;4,64E+08;1,91E+07;1,11E+07;2,00E+08;3,06E+08
79091;2,41E+09;2,26E+09;2,85E+09;6,64E+07;9,98E+08;5,51E+08
124512;3,05E+08;9,27E+07;2,87E+08;1,99E+08;6,88E+08;1,84E+08
84190;2,11E+07;2,07E+09;7,45E+08;1,75E+09;6,88E+08;2,22E+09
51093;6,33E+07;1,55E+08;1,91E+07;2,21E+06;6,65E+07;2,18E+09
84326;1,51E+09;4,30E+09;9,35E+09;5,98E+08;3,57E+09;8,01E+09
155368;5,39E+08;1,02E+09;1,72E+08;2,21E+06;4,66E+08;2,04E+07
55798;1,38E+09;2,69E+09;4,38E+09;7,75E+08;7,87E+09;1,45E+09
56339;4,92E+07;3,12E+09;1,20E+09;1,29E+09;9,98E+08;4,69E+08
64863;2,11E+07;6,49E+08;4,78E+08;6,64E+07;6,88E+08;6,12E+07
29081;6,82E+09;3,40E+08;5,87E+09;2,37E+09;9,20E+09;6,73E+08
131965;1,03E+09;2,26E+09;5,73E+07;3,92E+09;6,68E+09;5,51E+08
79828;1,48E+09;2,44E+09;2,39E+09;3,65E+09;1,89E+09;1,84E+08
51108;1,29E+09;3,00E+09;1,78E+09;1,10E+09;1,91E+09;1,70E+09
92312;5,51E+09;3,49E+09;9,56E+07;1,39E+09;3,17E+09;9,32E+09
84206;1,20E+09;5,87E+08;9,56E+07;3,76E+08;2,22E+07;7,95E+08
51320;3,21E+09;2,07E+09;6,31E+07;2,24E+09;4,06E+09;1,84E+08
399664;5,65E+09;1,64E+09;1,89E+09;2,21E+06;3,77E+08;5,00E+09
4236;7,03E+05;1,33E+09;4,40E+08;1,55E+08;6,65E+07;7,14E+08
4237;8,20E+08;3,09E+07;2,87E+08;1,55E+08;2,22E+07;5,91E+08
4238;4,57E+08;8,35E+08;4,40E+08;1,48E+09;4,66E+08;2,55E+09
9848;1,92E+09;2,56E+09;1,01E+09;6,57E+09;1,91E+09;3,14E+09
4239;2,37E+09;1,95E+09;2,87E+08;1,44E+09;7,32E+08;1,43E+08
8076;5,86E+08;9,27E+07;9,75E+07;1,11E+07;3,33E+08;6,12E+07
56947;5,79E+09;1,33E+09;1,68E+09;3,17E+09;1,04E+09;2,04E+07
654841;5,86E+08;2,16E+08;1,72E+08;2,21E+06;6,65E+07;6,32E+07
4240;1,64E+08;4,85E+09;4,61E+09;1,11E+07;3,79E+09;6,63E+09
9258;7,03E+05;8,75E+09;7,84E+08;4,89E+09;3,79E+09;2,06E+09
55669;2,27E+09;1,45E+09;1,55E+09;7,75E+08;3,88E+09;1,73E+09
9927;6,63E+08;1,58E+09;2,48E+08;1,57E+09;3,13E+09;8,83E+09
4242;2,04E+09;3,09E+07;2,04E+09;1,08E+08;1,35E+09;3,04E+09
83552;1,29E+09;4,02E+08;1,13E+09;4,21E+08;2,22E+07;2,26E+09
64747;4,45E+08;1,27E+09;4,01E+08;7,50E+09;2,22E+07;9,32E+09
10227;7,52E+09;4,02E+08;5,73E+07;1,99E+08;2,77E+09;1,21E+08
79157;8,46E+09;1,06E+09;1,01E+09;2,55E+09;9,54E+07;3,04E+09
126321;2,11E+07;1,51E+09;2,48E+08;3,32E+07;5,26E+09;6,71E+09
79847;2,34E+07;3,09E+07;1,91E+07;2,88E+08;2,00E+08;1,65E+09
64645;1,95E+09;3,09E+07;7,45E+08;1,44E+09;1,31E+09;2,04E+07
84641;2,13E+09;2,78E+08;7,01E+09;1,17E+09;1,08E+08;3,04E+09
84278;1,62E+09;1,21E+09;9,56E+07;1,17E+09;2,64E+09;4,28E+08
84879;4,24E+09;2,50E+09;2,58E+09;1,04E+09;2,22E+07;1,69E+09
113655;1,38E+09;9,58E+08;1,85E+08;1,99E+08;9,09E+08;1,61E+09
148808;9,14E+07;7,26E+09;1,13E+09;1,96E+09;1,43E+09;8,09E+09
284578;2,11E+07;9,27E+07;9,56E+07;1,08E+08;1,80E+09;1,08E+09
91749;2,11E+07;4,61E+09;7,20E+09;1,17E+09;2,37E+09;3,08E+09
84975;2,34E+07;9,27E+07;2,10E+07;3,76E+08;2,22E+07;2,65E+08
54842;1,20E+09;3,37E+09;3,96E+08;1,43E+09;1,04E+09;8,05E+09
162387;1,10E+09;9,58E+08;5,92E+08;2,21E+06;1,66E+09;2,55E+09
256471;1,85E+09;4,02E+08;5,92E+08;3,61E+09;9,09E+08;9,18E+08
84804;1,52E+09;1,45E+09;4,40E+08;3,76E+08;1,44E+09;2,14E+09
23269;1,99E+09;3,12E+09;4,57E+09;9,45E+09;6,76E+09;3,73E+09
8972;7,27E+08;7,11E+08;1,34E+08;3,32E+07;5,10E+08;1,84E+08
93432;3,05E+08;3,09E+07;2,10E+07;2,21E+06;2,22E+07;2,24E+08
84709;4,45E+08;9,27E+07;9,56E+07;2,21E+06;2,44E+08;1,24E+09
4245;2,37E+09;1,76E+08;2,12E+09;1,93E+09;1,35E+09;2,65E+08
4247;6,21E+09;3,40E+08;1,34E+08;1,35E+09;1,84E+09;4,47E+09
4248;1,08E+09;3,74E+09;5,16E+08;2,44E+08;2,55E+09;7,97E+09
11320;2,58E+08;1,13E+09;4,80E+09;1,13E+09;8,01E+09;7,93E+09
11282;5,09E+09;2,44E+09;5,92E+08;1,22E+09;1,22E+09;1,86E+09
25834;1,17E+08;2,78E+08;2,10E+07;2,21E+06;5,10E+08;1,84E+08
152586;7,03E+05;1,55E+08;1,91E+07;2,21E+06;2,44E+08;1,43E+08
641515;1,17E+08;9,27E+07;9,56E+07;1,11E+07;3,33E+08;1,02E+08
4249;3,05E+08;1,14E+09;1,91E+07;2,21E+06;3,66E+08;3,36E+09
146664;5,27E+08;2,78E+08;4,40E+08;8,19E+08;3,75E+09;9,89E+09
84815;1,10E+09;4,02E+08;7,07E+08;2,21E+06;1,49E+09;1,20E+09
197003;2,34E+07;3,09E+07;1,72E+08;2,44E+08;6,65E+07;9,58E+08
85009;3,52E+06;3,40E+08;5,73E+07;1,99E+08;3,33E+08;2,04E+07
85001;7,03E+05;1,33E+09;9,56E+07;3,52E+09;2,00E+08;3,47E+08
149047;3,52E+06;3,09E+07;1,34E+08;6,64E+07;2,44E+08;2,04E+07
84789;5,39E+08;3,09E+07;3,25E+08;2,21E+06;1,11E+07;1,84E+08
153163;1,43E+09;1,55E+08;1,72E+08;1,55E+08;1,55E+08;1,57E+08
414927;4,62E+09;5,53E+08;7,07E+08;4,21E+08;6,65E+07;9,18E+08
79150;2,34E+07;9,27E+07;2,10E+07;2,21E+06;2,88E+08;1,02E+08
403340;6,80E+08;4,02E+08;2,87E+08;2,21E+06;3,44E+09;2,04E+07
11343;4,45E+08;1,64E+09;7,78E+09;2,21E+06;5,48E+09;3,08E+09
92667;2,34E+07;3,09E+07;7,07E+08;4,10E+09;2,22E+07;3,47E+08
4255;4,92E+07;4,64E+08;1,91E+07;6,64E+07;4,66E+08;3,47E+08
4256;7,03E+05;3,09E+07;2,92E+09;1,99E+08;2,22E+07;2,04E+07
23295;1,17E+08;3,09E+07;5,92E+08;1,99E+08;1,57E+09;5,24E+09
4257;7,73E+07;1,77E+09;1,77E+09;1,10E+08;9,87E+09;1,34E+09
4258;2,37E+09;1,51E+09;5,54E+08;2,68E+09;2,00E+08;1,20E+09
4259;1,34E+09;6,89E+09;8,47E+09;5,65E+09;1,75E+09;1,98E+09
8190;1,38E+09;1,51E+09;4,01E+08;1,26E+09;2,88E+08;5,36E+09
4253;7,03E+05;4,64E+08;3,15E+08;3,32E+07;1,89E+09;7,12E+09
375056;2,34E+07;3,09E+07;6,69E+08;2,90E+09;2,00E+08;3,65E+09
440823;2,34E+07;1,58E+09;4,03E+09;4,61E+09;2,22E+07;2,09E+09
102724827;1,48E+09;3,09E+07;1,70E+09;1,99E+08;1,13E+08;6,12E+07
57534;2,06E+09;1,02E+09;9,15E+09;7,86E+09;1,84E+09;9,52E+09
142678;3,34E+09;7,33E+09;1,45E+09;1,37E+09;4,90E+09;2,19E+09
100507436;3,02E+09;1,08E+09;1,91E+07;9,52E+08;6,65E+07;4,47E+09
101929072;1,24E+09;4,64E+08;2,10E+07;2,21E+06;2,22E+07;6,12E+07
64780;2,23E+09;2,78E+08;6,69E+08;1,39E+09;5,99E+08;5,12E+09
9645;5,04E+09;3,31E+09;5,52E+08;4,36E+09;4,39E+09;6,59E+09
57553;4,52E+08;4,42E+09;4,45E+09;3,17E+09;9,43E+09;5,10E+08
85377;8,20E+08;1,21E+09;7,45E+08;1,99E+08;6,94E+09;1,43E+08
79778;1,05E+08;2,26E+09;1,20E+09;6,86E+08;5,21E+09;1,15E+08
4277;1,99E+09;7,14E+09;1,91E+07;2,21E+06;2,22E+07;2,04E+07
440574;7,34E+08;5,35E+09;7,24E+09;1,26E+09;8,85E+09;3,87E+08
100462953;1,17E+08;1,55E+08;1,91E+07;2,21E+06;2,77E+09;3,04E+09
125988;6,33E+07;1,70E+09;1,01E+09;8,63E+08;3,77E+08;4,79E+09
10367;1,71E+09;1,64E+09;1,34E+08;3,79E+09;3,77E+08;1,90E+09
221154;7,03E+05;3,09E+07;1,72E+08;1,17E+09;4,21E+07;7,95E+08
286097;4,92E+07;9,27E+07;9,56E+07;2,44E+08;2,22E+07;2,65E+08
4281;4,66E+09;1,89E+08;3,25E+08;7,73E+08;5,30E+09;2,04E+07
58526;3,45E+09;2,16E+08;1,20E+09;2,72E+09;1,20E+09;6,12E+07
11043;1,48E+09;3,00E+09;1,43E+09;5,53E+08;2,15E+09;2,04E+07
91748;5,86E+08;7,11E+08;2,24E+09;5,09E+08;2,22E+07;4,51E+09
100506476;3,52E+06;9,27E+07;7,07E+08;4,65E+08;2,22E+07;1,02E+08
90007;1,95E+09;2,16E+08;1,32E+08;2,28E+09;2,59E+09;9,36E+09
54471;5,79E+09;1,08E+09;3,73E+09;9,23E+09;4,19E+09;1,84E+09
125170;1,48E+09;3,09E+07;1,40E+09;2,21E+06;1,22E+09;3,87E+08
84299;6,49E+09;3,09E+07;1,09E+09;2,06E+09;1,80E+09;2,87E+09
57708;6,33E+07;1,21E+09;2,04E+09;6,42E+08;4,19E+09;4,69E+08
54531;3,49E+09;1,45E+09;8,22E+08;9,08E+08;2,11E+09;1,43E+08
166968;3,40E+09;4,42E+09;7,84E+08;2,46E+09;4,68E+09;4,71E+09
4282;7,73E+07;2,78E+08;1,91E+07;3,32E+07;3,33E+08;2,04E+07
284889;2,70E+09;3,09E+07;6,31E+07;4,21E+08;4,66E+08;3,87E+08
57409;9,02E+09;3,74E+09;9,56E+07;7,31E+08;7,34E+09;1,05E+09
374986;3,52E+06;2,16E+08;3,38E+09;1,70E+09;7,03E+09;4,06E+09
84895;2,93E+09;2,44E+09;5,73E+07;1,13E+09;1,31E+09;1,43E+08
60672;8,09E+08;1,61E+09;5,18E+09;3,08E+09;1,23E+09;2,04E+07
92659;8,20E+08;2,16E+08;1,91E+07;5,98E+08;3,33E+08;1,90E+09
284021;2,58E+08;3,09E+07;8,60E+08;1,99E+08;2,22E+07;1,08E+09
23251;2,34E+07;9,27E+07;1,34E+08;2,88E+08;5,10E+08;1,12E+09
100507316;1,20E+09;3,40E+08;1,91E+07;2,88E+08;6,65E+07;6,38E+09
55793;3,68E+09;1,94E+09;1,77E+08;5,11E+09;6,10E+09;2,77E+09
54629;2,88E+09;1,08E+09;2,43E+09;5,09E+08;4,81E+09;4,47E+09
101928725;3,35E+09;3,37E+09;5,73E+07;6,42E+08;1,35E+09;4,91E+07
80013;1,15E+09;8,35E+08;7,07E+08;9,52E+08;1,55E+08;8,36E+08
84182;7,57E+09;1,70E+09;1,51E+09;3,32E+07;1,84E+09;6,12E+07
50488;0.00142898526811579;2,78E+08;6,16E+09;3,21E+09;0.00116188760273247;1,92E+08
9562;2,34E+07;3,40E+08;1,34E+08;1,11E+07;2,44E+08;1,43E+08
54468;1,38E+09;3,12E+09;1,05E+08;6,86E+08;4,15E+09;4,63E+09
101927391;1,64E+08;3,09E+07;9,56E+07;2,21E+06;1,35E+09;1,02E+08
55586;8,67E+08;2,16E+08;5,73E+07;2,88E+08;3,33E+08;3,06E+08
4284;7,03E+05;4,64E+08;1,91E+07;2,44E+08;6,65E+07;5,91E+08
4285;1,10E+09;8,96E+08;5,73E+07;6,86E+08;3,33E+08;3,06E+08
650794;7,03E+05;8,32E+09;4,07E+09;1,66E+08;1,66E+09;1,43E+08
145282;8,20E+08;4,02E+08;1,28E+09;5,53E+08;5,99E+08;4,69E+08
128826;1,62E+09;4,64E+08;1,91E+07;2,21E+06;1,84E+09;2,71E+09
399959;9,14E+07;1,02E+09;3,25E+08;1,08E+08;2,11E+09;8,36E+08
406893;9,61E+08;1,55E+08;2,10E+07;5,34E+09;6,65E+07;1,84E+08
157627;3,59E+09;9,49E+09;4,45E+09;3,70E+09;1,35E+09;1,84E+08
100130155;2,80E+09;6,28E+09;4,61E+09;4,63E+09;1,11E+07;3,24E+09
100302285;1,58E+09;1,94E+09;1,15E+09;1,95E+09;7,78E+09;1,38E+09
102723167;3,98E+08;3,09E+07;2,10E+07;2,21E+06;1,35E+09;5,91E+08
400765;2,34E+07;2,38E+09;3,63E+08;8,63E+08;6,65E+07;6,32E+07
114614;7,03E+05;2,16E+08;7,07E+08;2,21E+06;6,65E+07;2,04E+07
407975;5,86E+08;3,09E+07;1,91E+07;6,64E+07;1,11E+07;1,84E+08
100379345;1,57E+09;1,55E+08;2,10E+07;6,64E+07;2,22E+07;2,65E+08
406953;7,27E+08;2,78E+08;2,10E+07;1,55E+08;1,11E+07;2,04E+07
399726;1,29E+09;1,51E+09;9,36E+08;2,21E+06;6,88E+08;2,75E+09
105369343;1,34E+09;3,09E+07;5,92E+08;2,21E+06;8,65E+08;4,28E+08
105369635;7,03E+05;3,09E+07;7,07E+08;6,64E+07;2,44E+08;6,73E+08
441355;1,17E+08;3,09E+07;5,73E+07;2,21E+06;2,22E+07;9,18E+08
642587;8,67E+08;4,02E+08;1,91E+07;5,53E+08;5,10E+08;1,65E+09
100506211;1,52E+09;6,49E+08;1,32E+08;2,21E+06;1,11E+07;1,16E+09
84981;4,24E+09;3,40E+08;5,54E+08;2,06E+09;4,21E+07;3,87E+08
284454;2,51E+09;4,67E+09;4,80E+09;2,88E+08;2,00E+08;1,82E+09
100128537;1,76E+08;4,64E+08;2,10E+07;1,55E+08;1,55E+08;1,02E+08
102723694;2,58E+08;4,02E+08;4,40E+08;1,17E+09;3,77E+08;2,47E+09
107075116;2,34E+07;3,40E+08;1,72E+08;2,21E+06;8,21E+08;1,02E+08
100653233;8,67E+08;3,09E+07;3,25E+08;2,21E+06;9,09E+08;8,77E+06
105375650;3,52E+06;2,16E+08;3,25E+08;2,21E+06;1,55E+08;1,02E+08
554202;2,11E+07;3,09E+07;1,72E+08;3,32E+07;2,22E+07;2,24E+08
106614088;1,62E+09;3,40E+08;1,23E+09;2,99E+09;6,85E+09;5,10E+08
728196;3,05E+08;3,09E+07;4,40E+08;6,64E+07;3,33E+08;9,99E+07
101927704;7,03E+05;3,09E+07;9,56E+07;1,99E+08;2,22E+07;2,65E+08
348645;4,01E+09;1,21E+09;1,89E+09;6,86E+08;2,00E+08;2,26E+09
100506457;3,12E+08;9,58E+08;5,73E+07;2,44E+08;6,65E+07;6,12E+07
100500850;4,45E+08;3,09E+07;5,73E+07;7,75E+08;2,00E+08;2,65E+08
553103;1,17E+08;9,27E+07;5,73E+07;3,32E+07;2,22E+07;3,06E+08
731424;2,34E+07;5,26E+08;5,92E+08;2,21E+06;1,55E+08;1,65E+09
645355;3,98E+08;9,27E+07;1,72E+08;2,21E+06;2,88E+08;2,04E+07
286370;6,80E+08;3,09E+07;9,56E+07;2,21E+06;1,11E+07;2,04E+07
100423041;1,64E+08;2,78E+08;5,73E+07;1,55E+08;6,65E+07;5,10E+08
101928989;2,34E+07;2,78E+08;2,48E+08;3,32E+07;7,32E+08;2,04E+07
101927081;3,52E+06;1,55E+08;1,34E+08;2,21E+06;2,88E+08;6,12E+07
541471;2,34E+07;2,16E+08;2,48E+08;4,21E+08;2,00E+08;7,14E+08
54553;2,58E+08;2,78E+08;5,73E+07;4,65E+08;6,65E+07;2,04E+07
100505738;4,92E+07;1,55E+08;1,72E+08;5,98E+08;4,66E+08;8,36E+08
642345;2,11E+07;2,16E+08;1,91E+07;1,99E+08;1,55E+08;1,02E+08
110175910;3,05E+08;2,16E+08;5,73E+07;1,99E+08;1,11E+07;1,43E+08
100616434;1,90E+09;2,78E+08;1,91E+07;1,22E+09;2,88E+08;3,87E+08
100506755;2,93E+09;3,86E+09;3,80E+09;2,88E+08;2,88E+08;6,67E+08
84848;5,86E+08;3,09E+07;9,56E+07;2,21E+06;2,06E+09;4,55E+09
100847004;1,64E+08;2,16E+08;2,48E+08;6,64E+07;1,11E+07;6,12E+07
101927797;3,05E+08;9,27E+07;2,48E+08;6,64E+07;1,11E+07;2,04E+07
646762;5,39E+08;3,12E+09;3,25E+08;2,10E+09;5,54E+08;5,32E+09
440993;1,80E+09;8,35E+08;5,16E+08;1,11E+07;1,40E+08;9,58E+08
81571;1,71E+09;1,89E+08;3,25E+08;7,31E+08;3,04E+09;2,51E+09
693207;3,52E+06;3,09E+07;5,73E+07;1,55E+08;1,55E+08;1,28E+09
284757;9,14E+07;2,78E+08;5,54E+08;1,55E+08;1,66E+09;3,47E+08
284801;2,34E+07;1,55E+08;1,72E+08;1,11E+07;2,88E+08;2,04E+07
100507261;2,11E+07;2,16E+08;1,72E+08;1,55E+08;6,65E+07;1,02E+08
284424;1,52E+09;9,27E+07;2,16E+09;2,21E+06;2,24E+08;6,73E+08
102800314;5,39E+08;9,27E+07;3,63E+08;2,21E+06;1,55E+08;2,04E+07
10485;2,34E+07;1,55E+08;1,85E+09;1,59E+09;5,83E+09;1,68E+09
645323;4,52E+08;3,09E+07;5,73E+07;2,30E+09;2,22E+07;5,51E+08
