...1,CDSeq_estimated_cell_type_1,CDSeq_estimated_cell_type_2,CDSeq_estimated_cell_type_3,CDSeq_estimated_cell_type_4,CDSeq_estimated_cell_type_5,CDSeq_estimated_cell_type_6,SYMBOL,ENTREZID
ZKSCAN1,5.92110277119335e-5,2.0563145588947e-4,7.50162778039701e-5,3.03855264600564e-5,7.65857667890568e-5,5.26010975263576e-5,ZKSCAN1,7586
ZKSCAN2,1.95415933042685e-7,4.22209072928955e-6,2.42771125579191e-7,1.12617685481328e-5,4.19345697115873e-6,4.45772012935234e-6,ZKSCAN2,342357
ZKSCAN3,1.34836993799452e-5,6.41132295929154e-6,5.5837358883214e-6,1.80613269168168e-5,2.20708261639933e-7,1.12334547259679e-5,ZKSCAN3,80317
ZKSCAN4,1.95415933042685e-7,1.56373730714428e-7,1.21385562789596e-6,4.88718257749159e-6,7.72478915739766e-6,1.60477924656684e-6,ZKSCAN4,387032
ZKSCAN5,1.95415933042685e-7,1.89212214164458e-5,2.93753061950821e-5,5.84337047308777e-5,2.6264283135152e-5,4.81433773970053e-6,ZKSCAN5,23660
ZKSCAN7,1.95415933042685e-7,3.29948571807443e-5,3.52018132089827e-5,1.46615477324748e-5,2.09672848557936e-5,2.31801446726322e-6,ZKSCAN7,55888
ZKSCAN8,1.19203719156038e-5,2.34560596071642e-6,1.18957851533804e-5,9.13690655791906e-6,2.71471161817118e-5,2.01488949846726e-5,ZKSCAN8,7745
ZMAT1,6.83955765649396e-6,1.09461611500099e-6,7.28313376737574e-7,1.7636354518774e-5,1.61117030997151e-5,1.08768371156197e-5,ZMAT1,84460
ZMAT2,1.30928675138599e-5,2.265855358052e-4,4.34560314786752e-5,2.74107196737572e-5,3.1495068936018e-4,1.2428123720634e-4,ZMAT2,153527
ZMAT3,1.1197332963345e-4,3.2072252169529e-4,7.28313376737574e-7,6.5339506199072e-4,3.3040026767498e-4,3.6357165374997e-4,ZMAT3,64393
ZMAT4,2.05186729694819e-5,7.81868653572139e-7,7.28313376737574e-7,2.12486199021374e-7,2.20708261639933e-7,8.91544025870468e-7,ZMAT4,79698
ZMAT5,6.4487257904086e-6,4.69121192143283e-7,5.09819363716302e-6,3.61226538336335e-6,6.62124784919799e-7,1.24816163621866e-6,ZMAT5,55954
ZMIZ1,6.4487257904086e-6,1.474604280637e-4,9.83223058595724e-5,1.8635039654174e-4,4.0720674272567e-4,1.506709403721e-4,ZMIZ1,57178
ZMIZ1-AS1,5.66706205823786e-6,5.78582803643383e-6,2.42771125579191e-7,2.33734818923511e-6,1.54495783147953e-6,1.78308805174094e-7,ZMIZ1-AS1,283050
ZMIZ2,5.6533829429248e-4,0.00110822062957315,0.00395838320256871,0.00373019522382021,0.00291445259495532,4.9908634568228e-4,ZMIZ2,83637
ZMPSTE24,5.86247799128054e-7,1.72011103785871e-6,2.06355456742313e-5,6.37458597064121e-7,6.62124784919799e-7,1.80091893225835e-5,ZMPSTE24,10269
ZMYM1,1.75874339738416e-6,1.09461611500099e-6,5.5837358883214e-6,1.04118237520473e-5,1.9863743547594e-6,1.78308805174094e-7,ZMYM1,79830
ZMYM2,2.09095048355673e-5,1.5778109429085e-4,3.6342837499204e-4,4.99342567700228e-5,8.67383468244937e-5,9.18290346646582e-5,ZMYM2,7750
ZMYM3,2.4993697836159e-4,2.2814927311235e-4,2.8040065004396e-4,9.56187895596181e-6,1.5339224183975e-4,2.6746320776114e-6,ZMYM3,9203
ZMYM4,1.58286905764575e-5,1.48555044178706e-5,9.95361614874684e-6,2.12486199021374e-7,2.84713657515514e-5,1.78308805174094e-7,ZMYM4,9202
ZMYM5,1.95415933042685e-7,1.64192417250149e-5,2.18494013021272e-6,1.04118237520473e-5,1.25803709134762e-5,1.80091893225835e-5,ZMYM5,9205
ZMYM6,2.36453278981648e-5,3.7998816563606e-5,4.39415737298336e-5,6.43833183034762e-5,3.86239457869883e-5,2.87077176330291e-5,ZMYM6,9204
ZMYND10,1.46561949782014e-5,7.34956534357811e-6,4.58837427344671e-5,1.2536685742261e-5,2.20708261639933e-7,1.80091893225835e-5,ZMYND10,51364
ZMYND11,5.727640997481e-4,3.5262276276103e-4,6.87042285389111e-5,1.21117133442183e-5,5.98119389044218e-5,2.3982534295915e-4,ZMYND11,10771
ZMYND12,5.86247799128054e-7,1.56373730714428e-7,6.06927813947978e-6,1.21117133442183e-5,6.62124784919799e-7,1.60477924656684e-6,ZMYND12,84217
ZMYND15,3.71290272781101e-6,1.56373730714428e-7,7.52590489295493e-6,2.12486199021374e-7,2.20708261639933e-7,1.24816163621866e-6,ZMYND15,84225
ZMYND19,2.5404071295549e-6,7.03681788214925e-6,1.43234964091723e-5,2.95355816639709e-5,4.12724449266675e-5,1.3373160388057e-5,ZMYND19,116225
ZMYND8,2.6009860687981e-4,6.67715830150607e-5,3.64156688368787e-6,1.55114925285603e-5,4.96593588689849e-5,1.1429594411659e-4,ZMYND8,23613
ZNF10,3.81061069433235e-5,1.73574841093015e-5,2.20921724277064e-5,2.33734818923511e-6,2.42779087803926e-6,4.45772012935234e-6,ZNF10,7556
ZNF100,4.10373459389638e-6,1.56373730714428e-7,6.55482039063816e-6,2.12486199021374e-7,1.9863743547594e-6,8.91544025870468e-7,ZNF100,163227
ZNF101,5.21760541223968e-5,1.70447366478726e-5,4.00572357205666e-5,3.97349192169969e-5,1.83187857161144e-5,8.91544025870468e-7,ZNF101,94039
ZNF106,3.26344608181283e-5,2.17359485693055e-5,1.2551267192444e-4,1.4980277031006e-4,1.47874535298755e-5,3.22738937365109e-5,ZNF106,64397
ZNF107,5.84293639797627e-5,2.65835342214527e-6,4.10283202228833e-5,4.48345879935098e-5,2.42779087803926e-6,1.78308805174094e-7,ZNF107,51427
ZNF112,5.86247799128054e-7,3.28384834500298e-6,3.64156688368787e-6,2.12486199021374e-7,6.62124784919799e-7,8.91544025870468e-7,ZNF112,7771
ZNF114,5.86247799128054e-7,1.40736357642985e-6,2.6704823813711e-6,2.12486199021374e-7,1.34632039600359e-5,2.31801446726322e-6,ZNF114,163071
ZNF117,8.50059308735678e-5,4.23772810236099e-5,1.3862231270571e-4,2.12486199021374e-7,6.81988528467393e-5,1.78308805174094e-7,ZNF117,51351
ZNF12,4.49456645998175e-6,1.56373730714428e-7,4.78259117391007e-5,1.5936464926603e-5,2.18501179023534e-5,7.0431978043767e-5,ZNF12,7559
ZNF121,1.75874339738416e-6,7.81868653572139e-7,8.98253164643008e-6,9.13690655791906e-6,2.20708261639933e-7,4.81433773970053e-6,ZNF121,7675
ZNF124,1.75874339738416e-6,6.7240704207204e-6,2.18494013021272e-6,3.37853056443984e-5,5.67220232414628e-5,1.19466899466643e-5,ZNF124,7678
ZNF131,5.7647700247592e-5,4.26900284850388e-5,9.10391720921967e-5,9.13690655791906e-6,1.12561213436366e-5,7.72077126403825e-5,ZNF131,7690
ZNF132,3.32207086172564e-6,4.69121192143283e-7,2.6704823813711e-6,7.01204456770533e-6,1.10354130819966e-6,1.78308805174094e-7,ZNF132,7691
ZNF133,1.15295400495184e-5,2.65835342214527e-6,1.21385562789596e-6,6.1408511517177e-5,2.22915344256332e-5,1.96139685691503e-6,ZNF133,7692
ZNF133-AS1,1.62195224425428e-5,5.16033311357612e-6,2.84042216927654e-5,3.25103884502702e-5,6.62124784919799e-7,1.24816163621866e-6,ZNF133-AS1,105372550
ZNF134,2.40361597642502e-5,1.36045145721552e-5,2.18494013021272e-6,3.93099468189541e-5,6.40053958755806e-6,2.87077176330291e-5,ZNF134,7693
ZNF135,7.6212213886647e-6,1.67319891864438e-5,1.0560543962694e-4,1.7147636261024e-4,6.62124784919799e-7,5.34926415522281e-7,ZNF135,7694
ZNF136,3.32207086172564e-6,7.17755423979224e-5,2.42771125579191e-7,8.43570210114853e-5,4.48037771129064e-5,8.73713145353059e-6,ZNF136,7695
ZNF137P,9.77079665213423e-7,2.03285849928756e-6,7.52590489295493e-6,5.31215497553434e-6,8.60762220395739e-6,1.78308805174094e-7,ZNF137P,7696
ZNF138,4.88539832606712e-6,3.59659580643184e-6,2.42771125579191e-7,5.73712737357709e-6,1.54495783147953e-6,5.34926415522281e-7,ZNF138,7697
ZNF14,1.95415933042685e-7,1.72011103785871e-6,1.7722292167281e-5,2.78356920717999e-5,5.07629001771846e-6,6.59742579144146e-6,ZNF14,7561
ZNF140,3.32207086172564e-6,1.92339688778746e-5,4.12710913484625e-6,1.91237579119236e-6,3.310623924599e-6,1.78308805174094e-7,ZNF140,7699
ZNF141,3.14619652198722e-5,2.73654028750249e-5,3.64156688368787e-6,7.86198936379082e-6,2.22915344256332e-5,1.80091893225835e-5,ZNF141,7700
ZNF142,8.57875946057386e-5,2.79908977978826e-5,2.6704823813711e-6,5.16341463621938e-5,1.54495783147953e-6,1.87224245432798e-5,ZNF142,7701
ZNF143,6.83955765649396e-6,4.69121192143283e-7,6.06927813947978e-6,2.01861889070305e-5,2.18501179023534e-5,1.96139685691503e-6,ZNF143,7702
ZNF143-AS1,4.31869212024333e-5,1.42300094950129e-5,3.15602463252949e-6,4.88718257749159e-6,2.86920740131913e-6,1.96139685691503e-6,ZNF143-AS1,644656
ZNF146,1.3581407346466e-4,1.45427569564418e-5,1.0075001711536e-4,3.08104988580992e-5,2.89127822748312e-5,4.90349214228757e-5,ZNF146,7705
ZNF148,1.9834717203832e-4,1.9468529473946e-4,1.3425243244529e-4,6.58707216966258e-6,3.86239457869883e-5,7.86341830817753e-5,ZNF148,7707
ZNF154,1.8564513639055e-5,4.69121192143283e-7,4.61265138600463e-6,1.91237579119236e-6,2.20708261639933e-7,8.91544025870468e-7,ZNF154,7710
ZNF155,3.71290272781101e-6,1.56373730714428e-7,4.12710913484625e-6,6.37458597064121e-7,1.54495783147953e-6,1.19466899466643e-5,ZNF155,7711
ZNF157,1.75874339738416e-6,2.34560596071642e-6,2.18494013021272e-6,2.12486199021374e-7,1.54495783147953e-6,8.3805138431824e-6,ZNF157,7712
ZNF16,3.69336113450674e-5,2.97110088357413e-6,4.49126582321504e-5,6.16209977161983e-6,1.16975378669165e-5,1.19466899466643e-5,ZNF16,7564
ZNF160,6.9861196062759e-4,5.0274154424688e-4,2.8331390355091e-4,8.9902910805943e-4,3.288553098435e-5,2.5622975303517e-4,ZNF160,90338
ZNF165,5.27623019215249e-6,1.56373730714428e-7,1.21385562789596e-6,6.37458597064121e-7,2.86920740131913e-6,1.78308805174094e-7,ZNF165,7718
ZNF169,1.34836993799452e-5,3.9093432678607e-6,2.01500034230729e-5,6.16209977161983e-6,1.9863743547594e-6,5.34926415522281e-7,ZNF169,169841
ZNF17,1.46561949782014e-5,1.09461611500099e-6,2.42771125579191e-7,1.48740339314961e-6,3.310623924599e-6,7.66727862248602e-6,ZNF17,7565
ZNF174,4.47502486667748e-5,3.28384834500298e-6,2.42771125579191e-7,2.18860784992015e-5,8.16620568067752e-6,3.83363931124301e-5,ZNF174,7727
ZNF175,3.57611157468113e-5,1.82957264935881e-5,2.6704823813711e-6,4.88718257749159e-6,3.55340301240292e-5,5.88419057074509e-6,ZNF175,7728
ZNF177,4.49456645998175e-6,1.45427569564418e-5,3.27741019531908e-5,8.22321590212716e-5,1.10354130819966e-6,1.78308805174094e-7,ZNF177,7730
ZNF18,1.36791153129879e-6,7.81868653572139e-7,2.42771125579191e-7,5.73712737357709e-6,2.80299492282715e-5,1.24816163621866e-6,ZNF18,7566
ZNF180,1.03570444512623e-5,1.56373730714428e-7,4.12710913484625e-6,1.55114925285603e-5,4.19345697115873e-6,4.10110251900415e-6,ZNF180,7733
ZNF181,9.77079665213423e-7,1.56373730714428e-7,1.04391583999052e-5,3.61226538336335e-6,2.20708261639933e-7,1.24816163621866e-6,ZNF181,339318
ZNF182,4.7095239863287e-5,7.97506026643582e-6,7.04036264179655e-6,9.56187895596181e-6,2.42779087803926e-6,1.5156248439798e-5,ZNF182,7569
ZNF184,1.4265363112116e-5,1.11025348807244e-5,7.52590489295493e-6,2.4435912887458e-5,2.86920740131913e-6,1.96139685691503e-6,ZNF184,7738
ZNF185,3.32207086172564e-6,7.81868653572139e-7,6.06927813947978e-6,9.98685135400456e-6,9.49045525051712e-6,6.59742579144146e-6,ZNF185,7739
ZNF189,1.27020356477745e-5,2.36124333378786e-5,3.15602463252949e-6,5.73712737357709e-6,1.54495783147953e-6,3.74448490865597e-6,ZNF189,7743
ZNF19,1.27020356477745e-5,1.23535247264398e-5,1.28668696556971e-5,2.06111613050732e-5,2.53814500885923e-5,5.34926415522281e-7,ZNF19,7567
ZNF195,1.95415933042685e-7,2.39251807993075e-5,3.1803017450874e-5,4.73844223817663e-5,9.04903872723725e-6,1.60477924656684e-6,ZNF195,7748
ZNF197,1.95415933042685e-7,3.5809584333604e-5,5.51090455064764e-5,1.84862993148595e-5,4.63487349443859e-6,6.59742579144146e-6,ZNF197,10168
ZNF2,1.95415933042685e-7,7.81868653572139e-7,1.21385562789596e-6,2.12486199021374e-7,2.49400335653124e-5,6.95404340178965e-6,ZNF2,7549
ZNF20,5.27623019215249e-6,1.09461611500099e-6,1.21385562789596e-6,2.12486199021374e-7,6.62124784919799e-7,5.34926415522281e-7,ZNF20,7568
ZNF200,1.36791153129879e-6,4.69121192143283e-7,2.42771125579191e-7,6.16209977161983e-6,8.60762220395739e-6,2.31801446726322e-6,ZNF200,7752
ZNF202,9.77079665213423e-7,2.7052655413596e-5,4.61265138600463e-6,2.12486199021374e-7,8.60762220395739e-6,8.02389623283421e-6,ZNF202,7753
ZNF204P,2.93123899564027e-6,4.22209072928955e-6,3.64156688368787e-6,1.48740339314961e-6,5.51770654099833e-6,1.78308805174094e-7,ZNF204P,7754
ZNF205,9.96621258517692e-6,7.05245525522069e-5,1.69939787905434e-6,1.7785094858089e-4,2.3461288212324e-4,2.112959341313e-4,ZNF205,7755
ZNF205-AS1,1.95415933042685e-7,2.03285849928756e-6,7.28313376737574e-7,6.16209977161983e-6,6.62124784919799e-7,8.91544025870468e-7,ZNF205-AS1,81854
ZNF207,3.136425725335e-4,1.4589669075656e-4,1.8911870682619e-4,5.37590083524075e-5,1.74359526695547e-5,8.3805138431824e-6,ZNF207,7756
ZNF208,1.8564513639055e-5,7.03681788214925e-6,6.06927813947978e-6,9.98685135400456e-6,2.20708261639933e-7,8.91544025870468e-7,ZNF208,7757
ZNF211,1.75874339738416e-6,2.34560596071642e-6,2.42771125579191e-7,1.91237579119236e-6,6.62124784919799e-7,4.10110251900415e-6,ZNF211,10520
ZNF212,5.13943903902261e-5,1.56373730714428e-7,1.28668696556971e-5,6.16209977161983e-6,2.36157839954728e-5,7.66727862248602e-6,ZNF212,7988
ZNF213,3.10711333537869e-5,2.67399079521672e-5,9.68656791060973e-5,1.38116029363893e-5,2.20708261639933e-7,1.80091893225835e-5,ZNF213,7760
ZNF213-AS1,1.15295400495184e-5,2.34560596071642e-6,5.5837358883214e-6,3.46352504404839e-5,1.83187857161144e-5,1.24816163621866e-6,ZNF213-AS1,100507458
ZNF214,2.83353102911893e-5,4.30027759464676e-5,4.4427115980992e-5,6.37458597064121e-7,1.25803709134762e-5,8.02389623283421e-6,ZNF214,7761
ZNF215,1.50470268442867e-5,7.81868653572139e-7,2.42771125579191e-7,6.37458597064121e-7,5.51770654099833e-6,1.78308805174094e-7,ZNF215,7762
ZNF217,2.14957526346953e-6,7.81868653572139e-7,2.42771125579191e-7,5.73712737357709e-6,1.10354130819966e-6,6.59742579144146e-6,ZNF217,7764
ZNF217-AS1,4.78769035954577e-5,2.4863423183594e-5,1.57801231626474e-5,3.61226538336335e-6,2.20708261639933e-7,9.45036667422696e-6,ZNF217-AS1,101927770
ZNF219,3.06803014877015e-5,1.09461611500099e-6,6.57909750319608e-5,3.71850848287404e-5,1.25803709134762e-5,1.97922773743244e-5,ZNF219,51222
ZNF22,1.4265363112116e-5,1.56373730714428e-7,3.32596442043492e-5,9.98685135400456e-6,4.03896118801077e-5,8.02389623283421e-6,ZNF22,7570
ZNF22-AS1,1.95415933042685e-7,4.53483819071841e-6,2.6704823813711e-6,8.28696176183357e-6,2.20708261639933e-7,5.34926415522281e-7,ZNF22-AS1,220979
ZNF221,8.26609396770556e-5,3.20566147964577e-5,1.69939787905434e-6,1.38116029363893e-5,9.49045525051712e-6,1.24816163621866e-6,ZNF221,7638
ZNF222,1.75874339738416e-6,2.03285849928756e-6,3.15602463252949e-6,6.37458597064121e-7,6.40053958755806e-6,1.60477924656684e-6,ZNF222,7673
ZNF223,1.75874339738416e-6,5.78582803643383e-6,2.98608484462405e-5,6.37458597064121e-7,1.54495783147953e-6,5.34926415522281e-7,ZNF223,7766
ZNF224,4.24052574702626e-5,6.89608152450627e-5,1.1968616491054e-4,2.33734818923511e-6,2.89127822748312e-5,9.96746220923183e-5,ZNF224,7767
ZNF225,5.66706205823786e-6,1.56373730714428e-7,7.52590489295493e-6,3.61226538336335e-6,7.28337263411779e-6,1.78308805174094e-7,ZNF225,7768
ZNF226,3.88877706754943e-5,7.95942289336437e-5,2.30632569300232e-5,6.56582354976044e-5,6.95231024165789e-5,2.22886006467617e-5,ZNF226,7769
ZNF227,9.18454885300618e-6,1.29790196492975e-5,9.95361614874684e-6,4.86593395758945e-5,2.6264283135152e-5,2.6746320776114e-6,ZNF227,7770
ZNF229,5.86247799128054e-7,2.03285849928756e-6,3.15602463252949e-6,4.88718257749159e-6,7.72478915739766e-6,4.45772012935234e-6,ZNF229,7772
ZNF23,4.78769035954577e-5,2.03285849928756e-6,9.95361614874684e-6,1.48740339314961e-6,3.75204044787886e-6,3.74448490865597e-6,ZNF23,7571
ZNF230,4.10373459389638e-6,2.34560596071642e-6,5.09819363716302e-6,2.52858576835435e-5,2.20708261639933e-7,1.80091893225835e-5,ZNF230,7773
ZNF232,2.5404071295549e-6,7.66231280500696e-6,1.91789189207561e-5,1.06243099510687e-6,4.19345697115873e-6,9.45036667422696e-6,ZNF232,7775
ZNF232-AS1,1.36791153129879e-6,3.59659580643184e-6,3.95716934694082e-5,1.2175459203924e-4,8.62969303012138e-5,8.3805138431824e-6,ZNF232-AS1,101928000
ZNF233,3.32207086172564e-6,9.22605011215124e-6,2.30632569300232e-5,2.12486199021374e-7,2.86920740131913e-6,2.62113943605918e-5,ZNF233,353355
ZNF234,1.1138708183433e-5,2.11104536464478e-5,2.42771125579191e-7,6.56582354976044e-5,4.19345697115873e-6,5.17095535004871e-6,ZNF234,10780
ZNF235,1.95415933042685e-7,4.69121192143283e-7,2.98608484462405e-5,9.56187895596181e-6,2.20708261639933e-7,5.88419057074509e-6,ZNF235,9310
ZNF236,5.9621401171323e-4,2.7599963471096e-4,4.4402838868434e-4,1.4236575334432e-5,8.16620568067752e-6,2.3162313792114e-4,ZNF236,7776
ZNF236-DT,5.86247799128054e-7,4.69121192143283e-7,2.6704823813711e-6,1.48740339314961e-6,2.20708261639933e-7,3.74448490865597e-6,ZNF236-DT,100131655
ZNF239,1.95415933042685e-7,1.40736357642985e-6,1.21385562789596e-6,2.12486199021374e-7,4.63487349443859e-6,5.34926415522281e-7,ZNF239,8187
ZNF24,1.108008340352e-4,8.9914895160796e-5,7.25885665481782e-5,1.0603061331166e-4,1.8605706456246e-4,1.7527755548613e-4,ZNF24,7572
ZNF248,4.10373459389638e-6,4.55047556378985e-5,9.95361614874684e-6,2.40109404894152e-5,2.86920740131913e-6,1.37297779984052e-5,ZNF248,57209
ZNF25,1.95415933042685e-7,1.4214372121941e-4,1.2891146768255e-4,7.16078490702029e-5,5.67220232414628e-5,3.74448490865597e-6,ZNF25,219749
ZNF250,2.05186729694819e-5,1.40736357642985e-6,5.5837358883214e-6,1.2536685742261e-5,2.86920740131913e-6,5.34926415522281e-7,ZNF250,58500
ZNF251,9.18454885300618e-6,4.69121192143283e-7,5.5837358883214e-6,4.88718257749159e-6,2.20708261639933e-7,1.78308805174094e-7,ZNF251,90987
ZNF252P,1.5301067557242e-4,1.2212788368796e-4,1.0123555936652e-4,2.704949313542e-4,1.4986090965351e-4,7.11452132644633e-5,ZNF252P,286101
ZNF252P-AS1,1.36791153129879e-6,1.09461611500099e-6,2.42771125579191e-7,3.61226538336335e-6,2.86920740131913e-6,1.60477924656684e-6,ZNF252P-AS1,286103
ZNF253,3.2243628952043e-5,9.77335816965174e-5,5.0739165246051e-5,2.0037448567715e-4,1.34632039600359e-5,5.79503616815804e-5,ZNF253,56242
ZNF254,3.14619652198722e-5,5.17597048664756e-5,6.62765172831192e-5,4.27097260032961e-5,2.14087013790735e-5,2.76378648019845e-5,ZNF254,9534
ZNF256,1.95415933042685e-7,4.69121192143283e-7,2.42771125579191e-7,3.1872929853206e-6,2.42779087803926e-6,5.17095535004871e-6,ZNF256,10172
ZNF257,2.93123899564027e-6,7.81868653572139e-7,1.21385562789596e-6,1.06243099510687e-6,2.42779087803926e-6,5.34926415522281e-7,ZNF257,113835
ZNF26,7.6212213886647e-6,4.53483819071841e-6,2.42771125579191e-7,1.12617685481328e-5,6.62124784919799e-7,8.02389623283421e-6,ZNF26,7574
ZNF260,5.86247799128054e-7,1.17280298035821e-5,6.77331440365943e-5,1.06243099510687e-6,4.74522762525856e-5,5.34926415522281e-7,ZNF260,339324
ZNF263,7.23038952257933e-6,2.4863423183594e-5,1.43234964091723e-5,3.61226538336335e-6,1.3021787436756e-5,1.78308805174094e-7,ZNF263,10127
ZNF264,8.01205325475007e-6,7.14627949364935e-5,1.2648375642675e-4,1.5936464926603e-5,8.16620568067752e-6,7.4354771757597e-5,ZNF264,9422
ZNF266,1.36791153129879e-6,1.56373730714428e-7,2.42771125579191e-7,2.33734818923511e-6,8.60762220395739e-6,1.60477924656684e-6,ZNF266,10781
ZNF267,1.1001917030303e-4,2.2674190953592e-5,8.49698939527169e-6,4.99342567700228e-5,1.10354130819966e-6,1.15900723363161e-5,ZNF267,10308
ZNF268,6.83955765649396e-6,1.40736357642985e-6,1.57801231626474e-5,2.76232058727786e-6,2.36157839954728e-5,6.24080818109328e-6,ZNF268,10795
ZNF271P,6.4487257904086e-6,5.78582803643383e-6,5.21957919995261e-5,1.48740339314961e-6,1.69945361462748e-5,3.58400698399928e-5,ZNF271P,10778
ZNF273,6.70276650336408e-5,3.5809584333604e-5,6.77331440365943e-5,1.80613269168168e-5,1.25803709134762e-5,1.83658069329316e-5,ZNF273,10793
ZNF274,5.27623019215249e-6,7.34956534357811e-6,2.30632569300232e-5,1.9336244110945e-5,5.51770654099833e-6,5.17095535004871e-6,ZNF274,10782
ZNF275,4.63135761311163e-5,1.0492677330938e-4,1.4202110846382e-4,9.62562481566822e-5,1.1543042083768e-4,1.1429594411659e-4,ZNF275,10838
ZNF276,4.74860717293724e-5,3.59659580643184e-6,3.90861512182498e-5,6.37458597064121e-7,1.08147048203567e-5,3.76231578917337e-5,ZNF276,92822
ZNF277,2.1046295988697e-4,7.27137847822089e-5,8.27849538225042e-5,8.69068553997418e-5,3.75204044787886e-6,8.71930057301318e-5,ZNF277,11179
ZNF28,9.77079665213423e-7,1.56373730714428e-7,2.42771125579191e-7,6.58707216966258e-6,6.62124784919799e-7,8.91544025870468e-7,ZNF28,7576
ZNF280A,1.36791153129879e-6,1.40736357642985e-6,2.42771125579191e-7,1.06243099510687e-6,2.42779087803926e-6,2.6746320776114e-6,ZNF280A,129025
ZNF280B,2.13003367016526e-5,3.95625538707502e-5,3.1803017450874e-5,5.41839807504503e-5,6.40053958755806e-6,4.81433773970053e-6,ZNF280B,140883
ZNF280C,1.95415933042685e-7,1.56373730714428e-7,5.5837358883214e-6,1.91237579119236e-6,2.20708261639933e-7,5.34926415522281e-7,ZNF280C,55609
ZNF280D,5.56935409171651e-5,1.127454598451e-4,1.86933766695977e-5,5.54588979445785e-5,7.87928494054561e-5,1.3373160388057e-5,ZNF280D,54816
ZNF281,2.5404071295549e-6,7.08373000136358e-5,1.9834400959819e-4,7.11828766721601e-5,4.39209440663467e-5,1.4888785232036e-4,ZNF281,23528
ZNF282,1.36791153129879e-6,7.81868653572139e-7,7.04036264179655e-6,1.91237579119236e-6,2.86920740131913e-6,4.10110251900415e-6,ZNF282,8427
ZNF283,9.77079665213423e-7,4.69121192143283e-7,5.09819363716302e-6,8.28696176183357e-6,2.20708261639933e-7,1.3016542777708801e-05,ZNF283,284349
ZNF284,4.10373459389638e-6,1.56373730714428e-7,2.42771125579191e-7,5.73712737357709e-6,1.9863743547594e-6,1.96139685691503e-6,ZNF284,342909
ZNF285,3.32207086172564e-6,1.56373730714428e-7,2.42771125579191e-7,6.37458597064121e-7,5.51770654099833e-6,2.31801446726322e-6,ZNF285,26974
ZNF286A,6.93726562301531e-5,7.11500474750646e-5,5.60801300087932e-5,8.6481883001699e-5,3.64168631705889e-5,7.22150660955079e-5,ZNF286A,57335
ZNF287,2.14957526346953e-6,1.40736357642985e-6,9.46807389758846e-6,1.97612165089877e-5,1.9863743547594e-6,3.38786729830778e-6,ZNF287,57336
ZNF292,9.96621258517692e-6,2.42379282607363e-5,7.7443989059762e-5,2.69857472757144e-5,1.83187857161144e-5,3.72665402813856e-5,ZNF292,23036
ZNF295-AS1,4.88539832606712e-6,4.69121192143283e-7,2.42771125579191e-7,2.12486199021374e-7,2.20708261639933e-7,2.31801446726322e-6,ZNF295-AS1,150142
ZNF296,1.46561949782014e-5,1.56373730714428e-7,2.42771125579191e-7,2.76232058727786e-6,1.9863743547594e-6,2.31801446726322e-6,ZNF296,162979
ZNF29P,1.36791153129879e-6,4.53483819071841e-6,3.15602463252949e-6,2.12486199021374e-7,2.20708261639933e-7,4.10110251900415e-6,ZNF29P,7577
ZNF3,7.6212213886647e-6,7.03681788214925e-6,1.69939787905434e-6,1.67864097226885e-5,7.48201006959373e-5,3.76231578917337e-5,ZNF3,7551
ZNF30,9.18454885300618e-6,7.03681788214925e-6,1.43234964091723e-5,2.33734818923511e-6,2.22915344256332e-5,5.34926415522281e-7,ZNF30,90075
ZNF300,5.86247799128054e-7,1.09461611500099e-6,2.42771125579191e-7,1.48740339314961e-6,1.9863743547594e-6,2.6746320776114e-6,ZNF300,91975
ZNF300P1,5.27623019215249e-6,1.09461611500099e-6,2.42771125579191e-7,2.76232058727786e-6,6.62124784919799e-7,8.91544025870468e-7,ZNF300P1,134466
ZNF302,9.9994332937941e-4,1.56373730714428e-7,5.8289347251563e-4,6.4574555882595e-4,9.04903872723725e-6,5.88419057074509e-6,ZNF302,55900
ZNF304,1.36791153129879e-6,1.56373730714428e-7,9.46807389758846e-6,5.73712737357709e-6,2.86920740131913e-6,1.3373160388057e-5,ZNF304,57343
ZNF311,4.10373459389638e-6,6.41132295929154e-6,2.18494013021272e-6,8.28696176183357e-6,5.95912306427819e-6,1.96139685691503e-6,ZNF311,282890
ZNF316,1.62195224425428e-5,5.16033311357612e-6,2.42771125579191e-7,9.45563585645112e-5,2.22915344256332e-5,2.05055125950208e-5,ZNF316,100131017
ZNF317,4.49456645998175e-6,2.97110088357413e-6,2.42771125579191e-7,7.86198936379082e-6,2.42779087803926e-6,1.83658069329316e-5,ZNF317,57693
ZNF318,1.30928675138599e-5,1.92339688778746e-5,3.22885597020324e-5,1.91237579119236e-6,1.74359526695547e-5,3.08474232951182e-5,ZNF318,24149
ZNF319,3.9669434407665e-5,5.78582803643383e-6,8.49698939527169e-6,9.13690655791906e-6,3.75204044787886e-6,6.24080818109328e-6,ZNF319,57567
ZNF32,5.27623019215249e-6,1.56373730714428e-7,1.38379541580139e-5,1.67864097226885e-5,4.19345697115873e-6,3.38786729830778e-6,ZNF32,7580
ZNF32-AS3,5.27623019215249e-6,1.56373730714428e-7,8.49698939527169e-6,2.12486199021374e-7,2.20708261639933e-7,5.34926415522281e-7,ZNF32-AS3,414201
