...1,CDSeq_estimated_cell_type_1,CDSeq_estimated_cell_type_2,CDSeq_estimated_cell_type_3,CDSeq_estimated_cell_type_4,CDSeq_estimated_cell_type_5,CDSeq_estimated_cell_type_6,SYMBOL,ENTREZID
PNLIP,2.83555426877771e-6,1.94342004614457e-7,2.25880175987763e-7,2.89823248734495e-6,1.69548424725586e-7,5.26587638835976e-6,PNLIP,5406
PNLIPRP1,7.46198491783608e-7,2.85682746783251e-5,1.12940087993881e-6,1.87532690357615e-6,5.93419486539551e-6,2.51846262051988e-6,PNLIPRP1,5407
PNLIPRP2,1.94011607863738e-6,1.74907804153011e-6,2.25880175987763e-7,3.92113807111376e-6,1.1868389730791e-6,3.43426720979984e-6,PNLIPRP2,5408
PNLIPRP3,1.49239698356722e-7,4.08118209690359e-6,2.25880175987763e-7,8.52421319807339e-7,1.86503267198144e-6,1.60265803123993e-6,PNLIPRP3,119548
PNMA1,1.7386424858558e-4,9.34785042195536e-5,9.19332316270194e-5,6.59774101530881e-5,8.56219544864209e-5,6.86853441959968e-7,PNMA1,9240
PNMA2,2.8370466657612e-4,2.944281369909e-4,2.5547047904216e-4,6.132318974694e-4,4.9457275492453e-4,1.8293196670867e-4,PNMA2,10687
PNMA3,4.47719095070165e-7,2.4681434586036e-5,1.60374924951312e-5,2.55726395942202e-6,2.96709743269775e-5,6.6166881575477e-5,PNMA3,29944
PNMA6A,7.14858155128697e-5,7.67650918227103e-5,1.58116123191434e-6,3.86999279192532e-5,8.98606651045605e-6,1.0554647891451e-4,PNMA6A,84968
PNMA8A,1.4461326770766e-4,9.73653443118427e-5,2.03292158388986e-6,3.63131482237926e-5,1.30552287038701e-5,1.30502153972394e-5,PNMA8A,55228
PNMA8B,9.99905978990035e-6,5.11119472136021e-5,4.22395929097116e-5,1.27863197971101e-5,2.54322637088379e-6,2.28951147319989e-7,PNMA8B,57469
PNMT,1.74610447077364e-5,2.91513006921685e-6,1.73927735510577e-5,1.41501939088018e-5,5.08645274176758e-7,6.89142953433168e-5,PNMT,5409
PNN,5.6308138189991e-4,5.1753275828829e-4,1.7415361568656e-4,2.21629543149908e-6,6.1596942702805e-4,5.8130696304545e-4,PNN,5411
PNO1,1.8848973902453e-4,3.3446258994148e-4,1.7099129322273e-4,4.8434579391453e-4,3.7080240487485e-4,3.1526572985962e-4,PNO1,56902
PNOC,1.49239698356722e-7,1.30209143091686e-5,6.55052510364512e-6,3.58016954319082e-6,5.08645274176758e-7,3.43426720979984e-6,PNOC,5368
PNP,1.04467788849705e-6,1.74907804153011e-6,6.77640527963288e-7,8.52421319807339e-7,2.54322637088379e-6,3.89216950443982e-6,PNP,4860
PNPLA1,1.04467788849705e-6,2.91513006921685e-6,2.25880175987763e-7,1.70484263961468e-7,1.69548424725586e-7,3.89216950443982e-6,PNPLA1,285848
PNPLA2,5.82034823591215e-6,9.50332402564693e-5,9.7128475674738e-6,6.01809451783981e-5,3.13664585742334e-5,3.18242094774785e-5,PNPLA2,57104
PNPLA3,1.04467788849705e-6,1.37982823276264e-5,2.25880175987763e-7,8.35372893411192e-6,1.10206476071631e-5,5.72377868299974e-6,PNPLA3,80339
PNPLA4,1.86549622945902e-5,1.65190703922288e-5,6.77640527963288e-7,6.98985482242018e-6,5.08645274176758e-7,4.3500717990798e-6,PNPLA4,8228
PNPLA5,4.47719095070165e-7,2.91513006921685e-6,2.25880175987763e-7,8.52421319807339e-7,1.20379381555166e-5,1.94608475221991e-5,PNPLA5,150379
PNPLA6,4.47719095070165e-7,3.59532708536745e-5,8.35756651154722e-6,1.70484263961468e-7,1.54289066500283e-5,1.67134337543592e-5,PNPLA6,10908
PNPLA7,1.3431572852105e-6,2.52644605998794e-6,3.38820263981644e-6,1.44911624367248e-5,1.69548424725586e-7,2.2666163584679e-5,PNPLA7,375775
PNPLA8,1.2610754511143e-4,6.43272035273851e-5,5.17265603011977e-5,4.60307512695963e-6,1.2292260792605e-4,8.01329015619963e-6,PNPLA8,50640
PNPO,4.85029019659345e-5,3.55645868444455e-5,1.91998149589598e-5,2.89823248734495e-6,5.98505939281318e-5,5.83825425665973e-5,PNPO,55163
PNPT1,7.46198491783608e-7,1.74907804153011e-6,2.03292158388986e-6,1.55140680204936e-5,1.16988413060654e-5,2.28951147319989e-7,PNPT1,87178
PNRC1,2.83555426877771e-6,1.49643343553132e-5,2.25880175987763e-7,1.41501939088018e-5,5.25600116649316e-6,2.28951147319989e-7,PNRC1,10957
PNRC2,2.16397562617246e-5,1.94342004614457e-7,6.75381726203411e-5,7.65474345186991e-5,7.23971773578252e-5,2.35819681739589e-5,PNRC2,55629
POC1A,1.94011607863738e-6,9.91144223533728e-6,2.25880175987763e-7,2.67660294419504e-5,4.57780746759082e-6,5.28877150309176e-5,POC1A,25886
POC1B,1.89534416913037e-5,2.52644605998794e-6,1.58116123191434e-6,1.70484263961468e-7,5.25600116649316e-6,2.1750358995399e-5,POC1B,282809
POC5,2.83555426877771e-6,5.24723412459033e-6,1.12940087993881e-6,1.07405086295725e-5,1.69548424725586e-7,5.72377868299974e-6,POC5,134359
PODN,2.53707487206427e-6,1.26322302999397e-5,1.06163682714248e-5,1.82418162438771e-5,8.98606651045605e-6,3.04505025935586e-5,PODN,127435
PODNL1,1.4476250740602e-5,3.75080068905901e-5,4.90159981893445e-5,4.31325187822514e-5,1.40725192522236e-5,5.42614219148375e-5,PODNL1,79883
PODXL,1.04467788849705e-6,8.35670619842163e-6,1.60374924951312e-5,1.65369736042624e-5,4.96776884445967e-5,4.96823989684377e-5,PODXL,5420
PODXL2,1.3431572852105e-6,9.71710023072283e-7,3.38820263981644e-6,8.52421319807339e-7,4.57780746759082e-6,6.25036632183571e-5,PODXL2,50512
POF1B,2.23859547535083e-6,3.69249808767467e-6,1.19716493273514e-5,4.60307512695963e-6,1.52593582253027e-6,8.47119245083961e-6,POF1B,79983
POFUT1,1.38792919471751e-5,3.63419548629034e-5,3.9077270445883e-5,1.70484263961468e-7,6.27329171484668e-6,2.40398704685989e-5,POFUT1,23509
POFUT2,4.32795125234493e-6,8.41500879980597e-5,9.69025954987502e-5,5.06338263965559e-5,2.88232322033496e-6,7.44091228789966e-5,POFUT2,23275
POGK,1.04467788849705e-6,4.85855011536141e-6,6.77640527963288e-7,1.4474114010328e-4,1.69548424725586e-7,1.4446817395891e-4,POGK,57645
POGLUT1,1.04467788849705e-6,7.96802218919272e-6,2.48468193586539e-6,1.51730994925706e-5,3.57747176170986e-5,5.92983471558773e-5,POGLUT1,56983
POGLUT2,1.64163668192394e-6,1.49643343553132e-5,1.46822114392046e-5,9.37663451788073e-6,3.5605169192373e-6,2.06056032587991e-6,POGLUT2,79070
POGLUT3,7.31274521947936e-6,4.08118209690359e-6,2.10068563668619e-5,5.11452791884403e-7,1.1868389730791e-6,7.55538786155965e-6,POGLUT3,143888
POGZ,7.90970401290625e-6,2.85682746783251e-5,3.00420634063724e-5,5.23386690361706e-5,4.86603978962431e-5,2.0834554406119e-5,POGZ,23126
POLA1,3.13403366549116e-6,1.94342004614457e-7,2.25880175987763e-7,8.52421319807339e-7,2.11935530906982e-5,9.27252146645957e-5,POLA1,5422
POLA2,1.05960185833272e-5,2.54588026044938e-5,1.37786907352535e-5,1.87532690357615e-6,2.88232322033496e-6,2.49556750578788e-5,POLA2,23649
POLB,1.02975391866138e-5,1.3603940323012e-6,1.58116123191434e-6,1.21043827412642e-5,4.91690431704199e-6,1.21344108079594e-5,POLB,5423
POLD1,7.46198491783608e-7,4.85855011536141e-6,7.45404580759617e-6,1.70484263961468e-7,8.47742123627929e-7,1.48818245757993e-5,POLD1,5424
POLD2,7.01426582276592e-6,4.33382670290238e-5,2.48468193586539e-6,1.53435837565321e-6,1.03424539082607e-5,3.54874278345984e-5,POLD2,5425
POLD3,4.47719095070165e-7,5.8302601384337e-7,6.77640527963288e-7,3.18805573607945e-5,6.95148541374902e-6,1.25923131025994e-5,POLD3,10714
POLD4,1.3431572852105e-6,1.18548622814819e-5,2.32656581267396e-5,1.70484263961468e-7,6.27329171484668e-6,2.40398704685989e-5,POLD4,57804
POLDIP2,2.91017411795607e-5,6.43272035273851e-5,1.78445339030333e-5,1.70484263961468e-7,2.62800058324658e-5,5.72377868299974e-6,POLDIP2,26073
POLDIP3,1.49239698356722e-7,8.68708760626621e-5,1.91998149589598e-5,5.16567319803247e-5,4.23871061813965e-6,1.60265803123993e-6,POLDIP3,84271
POLE,1.49239698356722e-7,1.94342004614457e-7,2.48468193586539e-6,1.96056903555688e-5,2.20412952143262e-6,3.43426720979984e-6,POLE,5426
POLE2,4.62643064905837e-6,9.71710023072283e-7,1.3326930383278e-5,2.55726395942202e-6,1.69548424725586e-7,3.89216950443982e-6,POLE2,5427
POLE3,1.49239698356722e-7,1.74907804153011e-6,2.25880175987763e-7,4.2621065990367e-6,8.47742123627929e-7,7.09748556691967e-6,POLE3,54107
POLE4,1.49239698356722e-7,2.70135386414095e-5,1.64892528471067e-5,2.77889350257193e-5,4.08611703588662e-5,2.28951147319989e-7,POLE4,56655
POLG,1.89534416913037e-5,4.41156350474816e-5,4.35948739656382e-5,4.89289837569413e-5,3.57747176170986e-5,6.98300999325968e-5,POLG,5428
POLG2,2.83555426877771e-6,2.91513006921685e-6,9.26108721549827e-6,9.37663451788073e-6,5.59509801594433e-6,3.89216950443982e-6,POLG2,11232
POLH,2.91017411795607e-5,2.15719625122047e-5,3.50114272781032e-5,3.25624944166404e-5,1.20379381555166e-5,4.2813864548838e-5,POLH,5429
POLH-AS1,1.49239698356722e-7,4.33382670290238e-5,1.12940087993881e-6,5.11452791884403e-7,8.47742123627929e-7,1.30502153972394e-5,POLH-AS1,111216283
POLI,1.05960185833272e-5,7.19065417073489e-6,1.12940087993881e-6,4.94404365488257e-6,3.89961376868848e-6,6.18168097763972e-6,POLI,11201
POLK,4.32795125234493e-6,3.30381407844576e-6,2.93644228784092e-6,5.11452791884403e-7,3.89961376868848e-6,2.03766521114791e-5,POLK,51426
POLL,9.70058039318691e-6,3.01230107152408e-5,7.56698589559005e-5,5.11452791884403e-7,1.23770350049678e-5,2.58714796471588e-5,POLL,27343
POLM,1.49239698356722e-7,4.85855011536141e-6,5.19524404771854e-6,5.11452791884403e-7,1.69548424725586e-7,6.18168097763972e-6,POLM,27434
POLN,1.26853743603213e-5,1.0436165647796e-4,1.10681286234004e-5,1.24453512691872e-5,4.91690431704199e-6,1.2477837528939e-4,POLN,353497
POLQ,1.3431572852105e-6,1.3603940323012e-6,1.51339717911801e-5,1.70484263961468e-7,1.13597444566143e-5,1.14475573659995e-6,POLQ,10721
POLR1A,9.70058039318691e-6,2.0017226475289e-5,5.64700439969407e-6,1.00585715737266e-5,1.69548424725586e-7,5.97562494505172e-5,POLR1A,25885
POLR1B,5.02937783462152e-5,6.23837834812406e-5,6.77640527963288e-7,1.4678695127082e-4,6.25633687237412e-5,8.81461917181959e-5,POLR1B,84172
POLR1C,2.23859547535083e-6,1.74907804153011e-6,1.78445339030333e-5,5.37025431478624e-5,2.8653683778624e-5,3.82348416024382e-5,POLR1C,9533
POLR1D,9.8647440613793e-5,1.30209143091686e-5,2.03292158388986e-6,5.33615746199394e-5,1.86503267198144e-6,9.84489933475955e-6,POLR1D,51082
POLR1E,7.01426582276592e-6,4.95572111766864e-5,5.19524404771854e-6,2.50611868023358e-5,7.96877596210254e-6,1.25923131025994e-5,POLR1E,64425
POLR1F,3.44743703204027e-5,4.10061629736503e-5,6.77640527963288e-7,3.86999279192532e-5,1.61071003489307e-5,8.53987779503561e-5,POLR1F,221830
POLR1G,1.49239698356722e-7,9.71710023072283e-7,1.64892528471067e-5,1.10814771574954e-5,8.47742123627929e-7,5.26587638835976e-6,POLR1G,10849
POLR1H,3.73099245891804e-6,2.91513006921685e-6,1.51339717911801e-5,1.53435837565321e-6,2.20412952143262e-6,3.86927438970782e-5,POLR1H,30834
POLR1HASP,3.17880557499817e-5,6.80197016150598e-6,3.27526255182256e-5,5.62598071072844e-6,8.47742123627929e-7,5.33456173255575e-5,POLR1HASP,80862
POLR2A,1.210333953673e-4,1.6732846597304e-4,1.1903885274555e-4,5.11452791884403e-7,4.57780746759082e-6,7.34933182897166e-5,POLR2A,5430
POLR2B,1.189440395903e-4,5.8302601384337e-7,6.21170483966348e-5,7.65474345186991e-5,1.1105421819525e-4,7.48670251736365e-5,POLR2B,5431
POLR2C,6.82025421490218e-5,5.69422073520358e-5,1.12940087993881e-6,3.76770223354844e-5,8.86738261314814e-5,1.1516242710195e-4,POLR2C,5432
POLR2D,1.9684716213251e-4,2.8276761671403e-4,7.65733796598516e-5,2.3782554822624e-4,4.93385915951455e-5,2.0834554406119e-5,POLR2D,5433
POLR2E,4.92491004577182e-6,1.7510214615762e-4,7.38628175479984e-5,4.72241411173266e-5,8.47742123627929e-7,4.64770829059579e-5,POLR2E,5434
POLR2F,1.49239698356722e-7,9.1923768182638e-5,6.39240898045368e-5,4.62012355335578e-5,3.13664585742334e-5,8.03618527093163e-5,POLR2F,5435
POLR2G,3.56682879072565e-5,4.10061629736503e-5,7.88321814197292e-5,8.52421319807339e-7,4.56085262511826e-5,3.86927438970782e-5,POLR2G,5436
POLR2H,1.3431572852105e-6,1.53530183645421e-5,5.64700439969407e-6,1.10814771574954e-5,1.50898098005771e-5,1.25923131025994e-5,POLR2H,5437
POLR2I,1.3431572852105e-6,3.8674058918276897e-05,3.38820263981644e-6,5.11452791884403e-7,1.03424539082607e-5,2.06056032587991e-6,POLR2I,5438
POLR2J,6.71578642605248e-6,1.1952033283789e-4,2.37174184787151e-5,1.2769271370713e-4,1.1410608984031e-4,5.33456173255575e-5,POLR2J,5439
POLR2J2,8.50666280633314e-6,6.97687796565899e-5,8.35756651154722e-6,8.88223015239247e-5,1.4750712951126e-5,5.42614219148375e-5,POLR2J2,246721
POLR2J3,1.49239698356722e-7,1.26322302999397e-5,2.25880175987763e-7,2.60840923861046e-5,4.57780746759082e-6,2.28951147319989e-7,POLR2J3,548644
POLR2J4,9.62596054400855e-5,2.4195579574499e-4,4.40466343176137e-5,2.9169857563807e-4,3.5181298130559e-4,2.97636491515986e-6,POLR2J4,84820
POLR2K,2.320677309447e-4,7.96802218919272e-6,1.7234657427866e-4,1.7065474822542e-4,2.08544562412471e-5,7.07459045218767e-5,POLR2K,5440
POLR2L,1.49239698356722e-7,3.3621166798301e-5,2.93644228784092e-6,1.70484263961468e-7,1.6785294047833e-5,3.13663071828386e-5,POLR2L,5441
POLR2M,8.37234707781209e-5,2.07945944937469e-5,9.26108721549827e-6,5.96694923865137e-6,4.69649136489873e-5,6.02141517451572e-5,POLR2M,81488
POLR3A,3.98469994612447e-5,1.41869663368553e-5,1.0277548007443e-4,4.68831725894037e-5,1.69548424725586e-7,6.86853441959968e-7,POLR3A,11128
POLR3B,4.47719095070165e-7,1.94342004614457e-7,2.25880175987763e-7,5.11452791884403e-7,4.91690431704199e-6,2.35819681739589e-5,POLR3B,55703
POLR3C,6.11882763262559e-6,5.8302601384337e-7,1.78445339030333e-5,2.89823248734495e-6,8.30787281155371e-6,2.28951147319989e-7,POLR3C,10623
POLR3D,1.3431572852105e-6,4.02287949551925e-5,1.69410131990822e-5,7.67179187826605e-6,1.13597444566143e-5,6.86853441959968e-7,POLR3D,661
POLR3E,4.28317934283791e-5,2.42927505768071e-5,2.37174184787151e-5,4.94404365488257e-6,6.27329171484668e-6,2.49556750578788e-5,POLR3E,55718
POLR3F,4.32795125234493e-6,6.89914116381321e-5,7.45404580759617e-6,2.21629543149908e-6,3.10273617247822e-5,2.06056032587991e-6,POLR3F,10621
POLR3G,3.08926175598414e-5,2.31266985491203e-5,8.33497849394844e-5,7.75703401024679e-5,4.79822041973408e-5,7.53249274682765e-5,POLR3G,10622
POLR3GL,1.3431572852105e-6,9.71710023072283e-7,1.73927735510577e-5,4.2621065990367e-6,2.88232322033496e-6,2.51846262051988e-6,POLR3GL,84265
POLR3H,1.3431572852105e-6,2.0503081486825e-4,4.44983946695893e-5,1.1371300406229e-4,1.1868389730791e-6,9.38699704011957e-6,POLR3H,171568
POLR3K,1.77595241044499e-5,1.5741702373771e-5,2.55244598866172e-5,1.87532690357615e-6,1.1868389730791e-6,7.55538786155965e-6,POLR3K,51728
POLRMT,7.90970401290625e-6,3.20664307613853e-5,1.96515753109354e-5,3.23920101526789e-6,2.20412952143262e-6,2.35819681739589e-5,POLRMT,5442
POM121,5.65618456771975e-5,8.2595351961144e-5,1.032272404264e-4,6.25677248738587e-5,1.8497733137561e-4,3.86927438970782e-5,POM121,9883
POM121L10P,4.47719095070165e-7,9.52275822610837e-6,8.80932686352275e-6,1.70484263961468e-7,2.20412952143262e-6,2.51846262051988e-6,POM121L10P,646074
POM121L12,9.10362159976002e-6,1.74907804153011e-6,7.45404580759617e-6,3.58016954319082e-6,4.57780746759082e-6,1.53397268704393e-5,POM121L12,285877
POM121L1P,4.02947185563149e-6,5.65535233428069e-5,3.32043858702011e-5,3.92113807111376e-6,2.20412952143262e-6,2.49556750578788e-5,POM121L1P,25812
POM121L2,1.04467788849705e-6,1.14661782722529e-5,1.55857321431556e-5,8.52421319807339e-7,5.08645274176758e-7,1.14475573659995e-6,POM121L2,94026
POM121L8P,7.31274521947936e-6,9.71710023072283e-7,1.78445339030333e-5,1.03995401016495e-5,5.08645274176758e-7,2.2208261290039e-5,POM121L8P,29797
POM121L9P,4.02947185563149e-6,8.35670619842163e-6,1.12940087993881e-6,1.53435837565321e-6,5.93419486539551e-6,5.26587638835976e-6,POM121L9P,29774
POMC,2.23859547535083e-6,1.94342004614457e-7,6.77640527963288e-7,3.58016954319082e-6,1.69548424725586e-7,9.84489933475955e-6,POMC,5443
POMGNT1,3.4325130622046e-6,2.07945944937469e-5,1.28751700313025e-5,2.89823248734495e-6,1.03424539082607e-5,2.97636491515986e-6,POMGNT1,55624
POMGNT2,1.04467788849705e-6,5.63591813381924e-6,2.25880175987763e-7,1.70484263961468e-7,4.91690431704199e-6,5.26587638835976e-6,POMGNT2,84892
POMK,1.3431572852105e-6,5.8302601384337e-7,2.25880175987763e-7,4.60307512695963e-6,8.47742123627929e-7,3.09084048881986e-5,POMK,84197
POMP,1.6849161944473e-4,1.2846006505015e-4,1.1632829063369e-4,2.4038281218567e-5,2.697515437384e-4,1.14475573659995e-6,POMP,51371
POMT1,9.10362159976002e-6,8.37614039888308e-5,5.19524404771854e-6,3.29034629445633e-5,2.83145869291728e-5,1.14475573659995e-6,POMT1,10585
POMT2,2.23859547535083e-6,5.26666832505177e-5,1.78445339030333e-5,4.31325187822514e-5,3.03491680258799e-5,4.3729669138118e-5,POMT2,29954
POMZP3,4.47719095070165e-7,2.91513006921685e-6,1.01646079194493e-5,1.24453512691872e-5,6.61238856429785e-6,1.76292383436392e-5,POMZP3,22932
PON1,2.53707487206427e-6,5.24723412459033e-6,1.19716493273514e-5,1.70484263961468e-7,5.08645274176758e-7,6.86853441959968e-7,PON1,5444
PON2,3.83546024776775e-5,2.91513006921685e-6,1.1903885274555e-4,1.70484263961468e-7,3.1417323101651e-4,6.86853441959968e-7,PON2,5445
PON3,4.47719095070165e-7,5.8302601384337e-7,2.25880175987763e-7,8.35372893411192e-6,1.69548424725586e-7,6.86853441959968e-7,PON3,5446
POP1,3.4325130622046e-6,5.8302601384337e-7,1.12940087993881e-6,1.53435837565321e-6,1.69548424725586e-7,2.28951147319989e-7,POP1,10940
POP4,1.3431572852105e-6,2.35153825583492e-5,7.00228545562064e-6,1.17634142133413e-5,1.03424539082607e-5,1.12186062186795e-5,POP4,10775
POP5,1.49239698356722e-7,1.03001262445662e-5,6.77640527963288e-7,1.87532690357615e-6,3.22142006978613e-6,2.28951147319989e-7,POP5,51367
POP7,3.4325130622046e-6,4.60590550936262e-5,6.09876475166959e-6,3.92113807111376e-6,4.39130420039267e-5,6.86853441959968e-7,POP7,10248
POPDC1,2.23859547535083e-6,2.91513006921685e-6,1.10681286234004e-5,6.98985482242018e-6,4.23871061813965e-6,8.01329015619963e-6,POPDC1,11149
POPDC2,1.49239698356722e-7,1.03001262445662e-5,2.25880175987763e-7,8.52421319807339e-7,1.52593582253027e-6,4.80797409371978e-6,POPDC2,64091
POPDC3,9.68565642335124e-5,3.30381407844576e-6,4.8564237837369e-5,2.88118406094881e-5,1.69548424725586e-7,2.28951147319989e-7,POPDC3,64208
POR,7.46198491783608e-7,2.97343267060119e-5,2.25880175987763e-7,6.64888629449725e-6,1.52593582253027e-6,1.16765085133195e-5,POR,5447
PORCN,3.20865351466952e-5,1.49643343553132e-5,1.73927735510577e-5,3.66541167517156e-5,2.20412952143262e-6,4.80797409371978e-6,PORCN,64840
POSTN,4.47719095070165e-7,3.30381407844576e-6,9.26108721549827e-6,8.52421319807339e-7,4.57780746759082e-6,1.16765085133195e-5,POSTN,10631
POT1,5.26816135199228e-5,2.52644605998794e-6,2.91385427024214e-5,3.52902426400238e-5,4.73040104984385e-5,8.12776572985962e-5,POT1,25913
POT1-AS1,1.3431572852105e-6,6.80197016150598e-6,2.25880175987763e-7,1.70484263961468e-7,8.47742123627929e-7,2.28951147319989e-7,POT1-AS1,401398
POTEKP,1.35808125504617e-5,1.94342004614457e-7,6.55052510364512e-6,1.70484263961468e-7,1.69548424725586e-7,1.48818245757993e-5,POTEKP,440915
POTEM,1.41777713438886e-5,4.29495830197949e-5,2.48468193586539e-6,5.11452791884403e-7,5.25600116649316e-6,5.26587638835976e-6,POTEM,641455
POU1F1,2.23859547535083e-6,2.52644605998794e-6,2.48468193586539e-6,1.70484263961468e-7,1.52593582253027e-6,1.60265803123993e-6,POU1F1,5449
POU2AF1,2.53707487206427e-6,3.30381407844576e-6,6.77640527963288e-7,1.70484263961468e-7,2.20412952143262e-6,1.07607039240395e-5,POU2AF1,5450
POU2AF2,1.49239698356722e-7,1.94342004614457e-7,1.46822114392046e-5,1.75598791880312e-5,1.69548424725586e-7,2.28951147319989e-7,POU2AF2,341032
POU2AF3,2.53707487206427e-6,3.30381407844576e-6,6.77640527963288e-7,1.19338984773027e-6,1.69548424725586e-7,2.51846262051988e-6,POU2AF3,120376
POU2F1,4.19363552382388e-5,3.55645868444455e-5,4.22395929097116e-5,2.89823248734495e-6,3.34010396709404e-5,2.99926002989186e-5,POU2F1,5451
POU2F2,4.02947185563149e-6,2.4895210791111e-4,1.19716493273514e-5,1.7951992995142e-4,4.45912357028291e-5,1.8064245523547e-4,POU2F2,5452
POU2F3,3.13403366549116e-6,1.94342004614457e-7,2.03292158388986e-6,1.19338984773027e-6,8.47742123627929e-7,5.26587638835976e-6,POU2F3,25833
POU3F1,7.31274521947936e-6,1.45756503460842e-5,8.35756651154722e-6,5.2850121828055e-6,3.89961376868848e-6,2.31240658793189e-5,POU3F1,5453
POU3F2,3.05941381631279e-5,3.82853749090479e-5,2.25880175987763e-7,8.01276040618899e-6,1.50898098005771e-5,5.83825425665973e-5,POU3F2,5454
POU3F3,1.49239698356722e-7,1.8715135044372e-4,8.96744298671418e-5,2.98347461932569e-5,1.3275641656013e-4,4.05243530756381e-5,POU3F3,5455
POU3F4,1.3431572852105e-6,2.81795906690962e-5,3.38820263981644e-6,4.94404365488257e-6,4.57780746759082e-6,2.28951147319989e-7,POU3F4,5456
POU4F1,1.49239698356722e-7,3.30381407844576e-6,3.38820263981644e-6,1.03995401016495e-5,1.69548424725586e-7,8.01329015619963e-6,POU4F1,5457
POU4F2,1.49239698356722e-7,7.57933817996381e-6,2.93644228784092e-6,1.70484263961468e-7,2.20412952143262e-6,2.51846262051988e-6,POU4F2,5458
POU4F3,1.64163668192394e-6,2.58474866137227e-5,1.01646079194493e-5,1.14224456854183e-5,2.20412952143262e-6,2.28951147319989e-7,POU4F3,5459
POU5F1,1.49239698356722e-7,7.09348316842766e-5,4.74348369574302e-6,2.9152809137411e-5,1.84807782950889e-5,4.3500717990798e-6,POU5F1,5460
POU5F1B,7.61122461619281e-6,4.02287949551925e-5,2.25880175987763e-7,2.43792497464899e-5,4.57780746759082e-6,1.62555314597192e-5,POU5F1B,5462
POU5F1P3,7.46198491783608e-7,9.71710023072283e-7,6.77640527963288e-7,5.62598071072844e-6,1.1868389730791e-6,5.72377868299974e-6,POU5F1P3,642559
POU5F1P4,5.22338944248526e-6,1.3603940323012e-6,4.74348369574302e-6,1.19338984773027e-6,1.69548424725586e-7,2.1750358995399e-5,POU5F1P4,645682
POU5F2,4.47719095070165e-7,1.3603940323012e-6,2.48468193586539e-6,1.53435837565321e-6,2.88232322033496e-6,6.18168097763972e-6,POU5F2,134187
POU6F1,9.99905978990035e-6,2.62361706229516e-5,7.90580615957169e-6,1.1166719289476e-4,2.20412952143262e-6,6.02141517451572e-5,POU6F1,5463
POU6F2,1.49239698356722e-7,1.30209143091686e-5,1.58116123191434e-6,1.27863197971101e-5,1.69548424725586e-7,3.43426720979984e-6,POU6F2,11281
POU6F2-AS2,2.53707487206427e-6,5.8302601384337e-7,2.03292158388986e-6,1.70484263961468e-7,8.47742123627929e-7,2.28951147319989e-7,POU6F2-AS2,100689074
PP12613,1.94011607863738e-6,2.13776205075902e-6,8.35756651154722e-6,8.52421319807339e-7,1.69548424725586e-7,2.28951147319989e-7,PP12613,100192379
PP2D1,3.4325130622046e-6,5.8302601384337e-7,2.48468193586539e-6,1.19338984773027e-6,1.52593582253027e-6,6.63958327227969e-6,PP2D1,151649
PPA1,3.13403366549116e-6,2.52644605998794e-6,2.23621374227885e-5,3.3363770457259e-4,5.08645274176758e-7,2.4154346042258e-4,PPA1,5464
PPA2,1.1804860140016e-4,3.69249808767467e-6,2.10068563668619e-5,2.074793492411e-4,1.16988413060654e-5,2.0445337455675e-4,PPA2,27068
PPAN,2.83555426877771e-6,1.3603940323012e-6,7.90580615957169e-6,4.2621065990367e-6,3.47574270687451e-5,4.92244966737977e-5,PPAN,56342
PPARA,2.64154266091397e-5,4.06174789644214e-5,1.2942934084098e-4,9.56416720823835e-5,8.64696966100488e-6,1.90029452275591e-5,PPARA,5465
PPARD,2.07443180715843e-5,1.94342004614457e-7,2.25880175987763e-7,4.1376530863448e-4,2.11935530906982e-5,6.0603368695601e-4,PPARD,5467
PPARG,2.83555426877771e-6,2.31266985491203e-5,2.25880175987763e-7,2.21629543149908e-6,8.47742123627929e-7,1.35081176918794e-5,PPARG,5468
PPARGC1A,3.44743703204027e-5,6.02460214304815e-6,2.25880175987763e-7,4.75651096452495e-5,1.23770350049678e-5,1.35081176918794e-5,PPARGC1A,10891
PPARGC1B,1.20884155668945e-5,2.11832785029758e-5,3.0493823758348e-5,1.10814771574954e-5,7.62967911265136e-6,4.46454737273979e-5,PPARGC1B,133522
PPAT,1.720733722053e-4,1.183542808102e-4,1.55857321431556e-5,1.14224456854183e-5,2.35672310368564e-5,2.28951147319989e-7,PPAT,5471
PPBP,7.46198491783608e-7,3.30381407844576e-6,6.77640527963288e-7,1.87532690357615e-6,1.86503267198144e-6,2.28951147319989e-7,PPBP,5473
PPBPP2,1.3431572852105e-6,3.30381407844576e-6,2.03292158388986e-6,5.11452791884403e-7,1.69548424725586e-7,5.26587638835976e-6,PPBPP2,10895
PPCDC,1.64163668192394e-6,1.74907804153011e-6,5.19524404771854e-6,3.58016954319082e-6,1.69548424725586e-7,1.21344108079594e-5,PPCDC,60490
PPCS,4.64135461889404e-5,2.91513006921685e-6,1.01646079194493e-5,4.60307512695963e-6,1.69548424725586e-7,2.63293819417988e-5,PPCS,79717
PPDPF,8.90960999189628e-5,7.79311438503971e-5,1.1452124922579e-4,3.23920101526789e-6,1.94980688434424e-5,1.4309446707499e-4,PPDPF,79144
PPDPFL,4.47719095070165e-7,6.80197016150598e-6,6.77640527963288e-7,1.70484263961468e-7,5.08645274176758e-7,1.14475573659995e-6,PPDPFL,492307
